hashed_id,estimated_pickup_latitude,estimated_pickup_longitude,estimated_dropoff_latitude,estimated_dropoff_longitude
I7DLM7,27.70337640,85.30882710,27.74099200,85.35448100
I7E10L,27.68093348,85.30557465,27.68897154,85.29541746
I7DIL9,27.70972791,85.32166516,27.69986375,85.32084484
I7EORS,27.74767620,85.32466628,27.65435563,85.21833245
I7AKL1,27.74232558,85.31423651,27.77855163,85.31517461
I7DN5K,27.68651914,85.31691346,27.69844160,85.29153641
I7DBIQ,23.77724300,90.41634204,23.75618230,90.36746220
I7ALQS,27.71444894,85.31339892,27.73802400,85.30963500
I7D07R,23.79607514,90.38761861,23.73614708,90.39254665
I7D7IL,23.79348800,90.40454300,23.85713350,90.35293120
I7E0O7,27.68305731,85.32071807,27.62271456,85.32699712
I7DE5L,23.87412470,90.37947658,23.82920000,90.42013000
I7DQIA,27.69108416,85.32892438,27.70243101,85.35072964
I7DTOL,27.69448003,85.30836649,27.73445290,85.31266340
I7CGLA,23.79348055,90.41507084,23.70693133,90.42775192
I7DNRA,27.69131000,85.32115000,27.73468679,85.28912197
I7D6MF,23.77772223,90.41657596,23.76436400,90.36363500
I7AKMC,27.69953376,85.35532408,27.70732750,85.37683816
I7D55S,23.76359096,90.40963802,23.76170213,90.41744336
I7C8AS,23.75160791,90.39252251,23.76948100,90.41036300
I7DCC7,23.73929900,90.38893100,23.69545180,90.39885120
I7E408,27.70603128,85.30959812,27.70941270,85.27874142
I7E2LF,27.71688676,85.33036483,27.70155170,85.34035210
I7EP7N,27.70004672,85.35449582,27.70033045,85.35332740
I7E4TI,27.69427104,85.32996096,27.73945000,85.35339000
I7E153,27.71942138,85.30422315,27.68513000,85.27531000
I7EL9T,27.69924590,85.31249620,27.66534670,85.36646000
I7AM9C,27.73316433,85.31146095,27.73539500,85.31788700
I7EGNR,27.68984556,85.31895369,27.73541690,85.30708100
I7DNB2,27.69403622,85.31265736,27.68583902,85.27447933
I7COTM,23.78062200,90.40551300,23.74590800,90.42444900
I7DJHD,27.68709998,85.31959690,27.67836256,85.34059323
I7ALC7,27.73446820,85.31179000,27.73912245,85.31382626
I7ALSR,27.74417186,85.39250303,27.67987240,85.34935030
I7EO9N,27.73584319,85.36422685,27.75621818,85.36557063
I7E3P5,27.70985811,85.32674599,27.67093080,85.34190568
I7E0DG,27.68624997,85.31969651,27.70710000,85.30270000
I7DL0S,27.71229526,85.33541845,27.71522455,85.37153032
I7DMR0,27.68696226,85.31924027,27.68402000,85.33461200
I7CN0H,23.81202857,90.42272955,23.84660726,90.40383004
I7E62C,27.71021251,85.32802511,27.71208533,85.31334264
I7EPQL,27.70128014,85.31310093,27.63496253,85.34300909
I7D9FP,23.80194923,90.40214561,23.80543995,90.40411116
I7C84G,23.78932454,90.40518053,23.78916886,90.40522624
I7EI4G,27.71412900,85.31237111,27.65335160,85.37637818
I7DT6O,27.68789603,85.31560649,27.69106400,85.36321700
I7C8AN,23.79472729,90.37389927,23.77457170,90.41210320
I7DO5L,27.69570923,85.30730438,27.69157600,85.27932739
I7EOJO,27.71205489,85.30792896,27.70069000,85.30484000
I7ALE9,27.74536382,85.35812851,27.73300280,85.35131800
I7EAH5,27.71235735,85.33017285,27.70996275,85.29359283
I7E7G1,27.71785308,85.31300336,27.72749000,85.28708000
I7BO3C,23.77640053,90.40572435,23.77515350,90.39004660
I7E4KA,27.71070910,85.31549212,27.72696800,85.33790800
I7DRQ0,27.68756310,85.33799887,27.69411945,85.30401290
I7CBAH,23.86095052,90.40719319,23.86429662,90.39750185
I7DPF8,27.68185608,85.31729896,27.64915300,85.34788500
I7DTSM,27.69596672,85.34244662,27.69050000,85.32531000
I7DP8K,27.71859829,85.33075840,27.74992240,85.33254830
I7EMML,27.72059907,85.28423801,27.68490000,85.29860000
I7AKH4,27.71406997,85.39011486,27.74557774,85.34420000
I7BIDD,23.78582679,90.37306946,23.73895256,90.38358338
I7AKF0,27.71406997,85.39011486,27.74557774,85.34420000
I7AMAB,27.68994323,85.31449333,27.68540415,85.30706830
I7CAG1,23.82746512,90.42008154,23.72288100,90.43134844
I7DKSB,27.70604801,85.31184465,27.74760230,85.31762680
I7DMQ6,27.68780466,85.31658003,27.68147000,85.34540710
I7EENN,27.67840319,85.32115569,27.70822700,85.33143550
I7EAJS,27.68245630,85.31461420,27.66542540,85.33160980
I7C32S,23.82717407,90.42003896,23.80613000,90.37464000
I7DJ4D,27.70146834,85.33696555,27.68745120,85.33815079
I7DJ71,27.69058139,85.32965030,27.65899780,85.37033519
I7DPFG,27.67840294,85.31612646,27.68001290,85.36552614
I7EK3Q,27.66790340,85.48031386,27.66740929,85.47858585
I7DL5D,27.69165709,85.30583415,27.68856808,85.31425495
I7DKJK,27.69101805,85.30741678,27.71134610,85.30858970
I7DH0T,27.71038586,85.31843886,27.69940000,85.32990000
I7DNT3,27.68500632,85.29854324,27.70860000,85.30240000
I7E1O2,27.69862362,85.30784916,27.66460941,85.39093997
I7EEJD,27.71044350,85.31856190,27.74553010,85.31666540
I7DQFF,27.68106067,85.32599399,27.71426141,85.35569038
I7E7BH,27.72142327,85.30561622,27.71600370,85.28350310
I7E7AC,27.70407968,85.31305868,27.76375976,85.31204086
I7EKJK,27.74874647,85.31753764,27.71944040,85.34974825
I7EJI9,28.23142330,83.98306000,28.21440310,83.95695710
I7E8G3,27.69313225,85.30960970,27.70090000,85.31220000
I7AKBN,27.71938487,85.31269826,27.70822700,85.33143550
I7EQ61,27.65878192,84.36669520,27.64013237,84.42587090
I7ECG1,27.70265982,85.33765284,27.66758000,85.30037150
I7EJQL,27.71396905,85.38802207,27.70241000,85.35220000
I7EQ1L,27.72036668,85.33156525,27.75177740,85.31216140
I7C7IQ,23.86953379,90.38986176,23.87895798,90.39059736
I7BHMT,23.80758826,90.35604883,23.79450198,90.40410614
I7DKA6,27.68711156,85.31964786,27.67836256,85.34059323
I7EMBF,27.71697642,85.31293603,27.73013440,85.30946690
I7ALDB,27.68465985,85.29725377,27.66578700,85.26488143
I7E1PO,27.69080833,85.34288585,27.62465000,85.32067000
I7DNM3,27.72254274,85.32472928,27.74944414,85.32497666
I7EKAC,27.71391168,85.31238401,27.72434159,85.32335803
I7DRI0,27.68784580,85.31617240,27.75096410,85.29980407
I7DR88,27.70704715,85.33814639,27.70378165,85.33306092
I7DSAS,27.69877887,85.34567870,27.71489600,85.34328800
I7ALNE,27.74563206,85.30633271,27.73200280,85.30975390
I7E60N,27.70183231,85.31075754,27.69290000,85.27505300
I7EKOC,27.67103279,85.48017908,27.67852735,85.47138881
I7E0GJ,27.69168959,85.31790232,27.71787411,85.33068985
I7AM8S,27.69236039,85.27884543,27.68754405,85.27177765
I7E3H8,27.70154552,85.34016073,27.72242880,85.35443680
I7C2TF,23.78416000,90.43080590,23.72496800,90.41077300
I7EHAL,27.70495001,85.30924425,27.69306800,85.27447300
I7EQ2A,27.67078010,84.43883792,27.67082340,84.43894480
I7E218,27.69449814,85.32038782,27.67611085,85.34436959
I7EN7P,28.21403659,83.95775253,28.19831085,84.00947571
I7D8SB,23.79453646,90.43783039,23.77831250,90.38006250
I7DLAQ,27.71523537,85.30699716,27.73071710,85.33816460
I7EQL7,27.77627254,85.30198652,27.75464490,85.30292110
I7CFSP,23.84731809,90.41097511,23.90947088,90.41604426
I7DKES,27.72058156,85.31884555,27.72147966,85.29352415
I7AKH1,27.69321344,85.28068929,27.63750721,85.38745612
I7EIC6,27.70071820,85.33473764,27.66665900,85.36013400
I7DHR9,27.70698837,85.32278068,27.67278030,85.34367898
I7CE7J,23.77638000,90.41112500,23.89377984,90.40327348
I7DTB2,27.69302424,85.32812301,27.68350384,85.30848051
I7DS83,27.69581010,85.30828204,27.69428262,85.33353668
I7EJPG,27.69967834,85.33664133,27.70426970,85.30733920
I7EMSR,27.68302811,85.34713950,27.69962198,85.36773497
I7EC09,27.70659124,85.32710350,27.69191010,85.33069190
I7DSI0,27.68123305,85.30286662,27.72944766,85.34092046
I7ALKN,27.69835830,84.42181290,27.68812156,84.43214513
I7E40L,27.70716825,85.31389754,27.68507560,85.26538871
I7ER5G,27.64354281,85.38207293,27.65815583,85.34723599
I7EDDH,27.71676292,85.30759033,27.71045230,85.30091810
I7AMG0,27.68421599,85.34127485,27.68448198,85.34156899
I7BMP3,23.87422281,90.37913796,23.81096000,90.41292000
I7DHF0,27.69388560,85.31264520,27.65870000,85.31891000
I7DQQT,27.68845675,85.31607315,27.69701658,85.32829497
I7DIG0,27.70518866,85.31231437,27.68867000,85.31580000
I7EP7O,27.75074330,85.35614500,27.71198490,85.31416780
I7E57Q,27.71070910,85.31549212,27.72696800,85.33790800
I7E9J6,27.70602723,85.31253867,27.72326700,85.34375200
I7EM1H,27.70215613,85.33206817,27.72942156,85.33872238
I7DMC8,27.69687810,85.32958894,27.70657791,85.28773676
I7CBIP,23.76814975,90.39570596,23.73910600,90.38866400
I7ERC7,27.69017301,85.30597564,27.68698300,85.34262870
I7DLCF,27.68193726,85.31790301,27.70161460,85.34225429
I7DQ5P,27.68178974,85.30956242,27.67448090,85.31269507
I7EO89,27.68545492,85.32316357,27.70553660,85.31853010
I7C44L,23.79379200,90.40633100,23.73699900,90.40502068
I7DNG2,27.71374199,85.30633774,27.70091500,85.31074100
I7E0MC,27.68093348,85.30557465,27.68897154,85.29541746
I7EDOO,27.70412756,85.30940856,27.70437881,85.28210503
I7AMCH,27.73049823,85.30561790,27.71807064,85.31001706
I7D394,23.73858058,90.38777199,23.71004070,90.40702587
I7DJ3L,27.71295068,85.32370035,27.76185720,85.30835280
I7E3CB,27.69110402,85.32241255,27.62494963,85.30814655
I7E016,27.72223677,85.29940020,27.70176548,85.32387838
I7E11S,27.71739986,85.30910812,27.68280900,85.33625107
I7BN5S,23.74462608,90.37243768,23.73829242,90.39594469
I7E4HF,27.70294218,85.31912349,27.63966599,85.32019905
I7E4FI,27.71202342,85.33176072,27.73750046,85.35256600
I7E3TB,27.69968830,85.31428170,27.73323200,85.37771800
I7EMPH,27.72059907,85.28423801,27.68490000,85.29860000
I7DS8M,27.68047357,85.30427646,27.69940900,85.30395700
I7E5K3,27.70392591,85.33236925,27.75000000,85.32782000
I7E1IP,27.69955982,85.33768373,27.72853000,85.29233000
I7D8SA,23.79648470,90.41974970,23.72161936,90.42895847
I7DKEN,27.71476413,85.31086713,27.71987580,85.29478150
I7E23Q,27.69211850,85.32838140,27.70260000,85.34060000
I7DKE7,27.69170727,85.31915165,27.66017793,85.33302632
I7DM9H,27.69399759,85.32094170,27.69301100,85.37474200
I7E042,27.69060259,85.31791281,27.67481799,85.30230369
I7ALTM,27.75781610,85.34821160,27.73951872,85.34085575
I7ALCA,27.66380202,85.36622660,27.66653720,85.43652070
I7DP7P,27.67370454,85.31184498,27.70103280,85.32976640
I7EO4J,27.71689640,85.31021690,27.72462100,85.30914800
I7CFQ4,23.83177540,90.41627549,23.81338900,90.43261600
I7C3F5,23.78998689,90.41051276,23.87081800,90.39671300
I7EMON,27.72792343,85.33081826,27.73041000,85.31454000
I7DL4C,27.70162359,85.33989016,27.66673220,85.37441200
I7E46J,27.69347816,85.31397980,27.70629000,85.39423000
I7AMFP,27.68421599,85.34127485,27.68448198,85.34156899
I7BS96,23.79525096,90.38332991,23.79357534,90.41072264
I7D8CK,23.83736960,90.36474355,23.90863832,90.39811090
I7E5SM,27.68896234,85.32075193,27.64502056,85.32868815
I7E20D,27.69183179,85.30717933,27.69490485,85.26872311
I7E5SR,27.68971790,85.31120360,27.69193055,85.30435449
I7E3S7,27.70715490,85.33575017,27.70792670,85.30625290
I7E3EG,27.69417753,85.33034015,27.67764523,85.30735061
I7D397,23.73844900,90.39380700,23.75545705,90.36391492
I7E03S,27.71137250,85.34232393,27.71710000,85.34500000
I7BLSI,23.77677962,90.37512638,23.74916000,90.38302000
I7CBFD,23.79670990,90.43576610,23.79376555,90.40402315
I7AL8R,27.69362505,85.28130334,27.70437881,85.28210503
I7DADK,23.73616400,90.38919300,23.77230551,90.35604548
I7CADR,23.82288165,90.36853220,23.74158525,90.37403021
I7DREE,27.72675850,85.30661610,27.76416080,85.26898090
I7EJ7D,27.67973873,85.31007908,27.70224813,85.33081966
I7D7S2,23.86434600,90.40021000,23.81659737,90.42473021
I7EBA9,27.70335241,85.30921575,27.74059310,85.31542070
I7E26E,27.69905884,85.33849205,27.68098500,85.33143100
I7E4PA,27.71201541,85.33171915,27.73750046,85.35256600
I7D73T,23.83388761,90.36791839,23.77802000,90.36117000
I7EAFR,27.70902166,85.32982115,27.69031660,85.32917210
I7DKB1,27.69406264,85.33576358,27.69226034,85.29227760
I7DLAH,27.67565352,85.31352304,27.69117380,85.36484900
I7AKOR,27.71960391,85.30964859,27.71542580,85.30510325
I7C5KT,23.80730943,90.37003521,23.73617305,90.41349161
I7EGLK,27.70518540,85.32143522,27.70744139,85.31195399
I7E14L,27.68597620,85.32236320,27.66572500,85.33450100
I7E4ES,27.68681275,85.32563309,27.68775310,85.24209990
I7DOGI,27.69559820,85.34211250,27.70117360,85.37886820
I7ENOQ,27.67801540,85.33593712,27.67871470,85.34395610
I7CDPK,23.77693300,90.42575600,23.86420019,90.39954180
I7DGC9,27.70656301,85.32619782,27.75128750,85.33748560
I7CNDK,23.78482800,90.41607600,23.79904747,90.40199280
I7C5KM,23.80449684,90.42298805,23.79341724,90.42629663
I7E21H,27.69807710,85.34146395,27.71134755,85.34097318
I7E196,27.68851130,85.31676370,27.72155000,85.37979000
I7DAEO,23.80924284,90.36071554,23.86873426,90.39163426
I7ALQ6,27.71915723,85.26861884,27.70760000,85.28250000
I7DLFE,27.71586538,85.33422634,27.71688430,85.33304230
I7DR16,27.71990160,85.30643966,27.74235238,85.34449930
I7E1EF,27.69870436,85.30795176,27.72415250,85.30609730
I7E1FA,27.71432270,85.32946280,27.72370000,85.30840000
I7DKCC,27.69797310,85.31324620,27.71948220,85.31457250
I7DN29,27.69175122,85.31907946,27.74048000,85.31218000
I7D238,23.86823223,90.39976113,23.77741000,90.42266000
I7DPRT,27.69225292,85.34102306,27.74359580,85.32823660
I7DS73,27.67789196,85.30899480,27.71325165,85.30026421
I7E1CT,27.70149268,85.34030523,27.70589410,85.31920750
I7ENL8,27.71242680,85.31760905,27.72516250,85.33202291
I7C8CQ,23.73010100,90.40988600,23.71134360,90.44628200
I7E8FK,27.70712505,85.30940086,27.71667358,85.30762553
I7DK0J,27.69170727,85.31915165,27.66017793,85.33302632
I7C9CB,23.80695510,90.36882020,23.77132990,90.40366035
I7C2T6,23.74670666,90.39571267,23.71258620,90.41417330
I7CQOJ,23.78036484,90.40692061,23.78271613,90.34707651
I7D3QH,23.73043100,90.41005100,23.77030310,90.40511211
I7CQLQ,23.77436003,90.41609477,23.73106297,90.38017983
I7CJFB,23.78602550,90.40923330,23.75207108,90.39410612
I7D390,23.73298500,90.41203600,23.78048485,90.41261874
I7CB8B,23.81684830,90.43540534,23.81371100,90.41250400
I7CJIC,23.76625807,90.39315853,23.78283000,90.34263670
I7C41Q,23.74294862,90.38813425,23.77133439,90.36487095
I7CSHD,23.82036600,90.43387000,23.78041000,90.41673000
I7DDCO,23.83458510,90.36586280,23.87028000,90.39721000
I7C1HT,23.80720483,90.36835246,23.82758780,90.42735640
I7DBCK,23.81364900,90.43032200,23.84345000,90.40159000
I7CGG9,23.83151380,90.37605744,23.79027570,90.41772146
I7DDF4,23.86855452,90.40900836,23.71250875,90.42816675
I7BRST,23.78926993,90.37398107,23.74552314,90.38487974
I7CKQ2,23.79060323,90.40510911,23.74425990,90.38443670
I7CO8T,23.78113577,90.37245523,23.75877000,90.38371700
I7BTEA,23.82420180,90.44044185,23.78180031,90.41723505
I7C7PP,23.81071887,90.36415050,23.77790000,90.41633000
I7BLT6,23.76424700,90.41509000,23.73974900,90.38098100
I7BHFK,23.81251175,90.37649363,23.79169079,90.40801567
I7BRBF,23.82111752,90.42318687,23.77326057,90.42803290
I7CEHI,23.75333700,90.37024300,23.76024100,90.42184400
I7D4IR,23.81183500,90.42139900,23.73266415,90.41185570
I7C1MK,23.80065163,90.36894724,23.83305100,90.41912200
I7CNEJ,23.76142887,90.40447511,23.73828800,90.40897200
I7BMJQ,23.74136600,90.36755900,23.71613600,90.41122800
I7D327,23.79425200,90.40455700,23.83637567,90.41796535
I7BSKJ,23.79912670,90.34974765,23.72290260,90.41195952
I7C7F4,23.83505755,90.41804306,23.81045000,90.41248000
I7C8L7,23.75062100,90.38984400,23.75868636,90.42393866
I7BPK8,23.73906949,90.38665149,23.81299200,90.41293800
I7BICO,23.77443900,90.42079300,23.71501000,90.42667800
I7C8A4,23.82079792,90.43466371,23.79370880,90.40447972
I7C1IA,23.79657200,90.38472300,23.76418600,90.40417500
I7CFBM,23.79502118,90.40277425,23.76094228,90.42283056
I7CJN4,23.77116887,90.40342301,23.71931883,90.42032284
I7BQJM,23.76930300,90.39430800,23.77822000,90.40948000
I7CPGF,23.81044600,90.42138200,23.72347789,90.38030360
I7BQDJ,23.77642279,90.41127753,23.74252760,90.41555925
I7C7TM,23.78769600,90.40255500,23.78907000,90.42530000
I7BS6T,23.79346214,90.40786173,23.72849102,90.41886002
I7CS1I,23.78714877,90.42426981,23.75655000,90.37535000
I7CGDD,23.77068359,90.41075427,23.73162651,90.42574700
I7D9LI,23.76927584,90.40510610,23.75910200,90.41830400
I7D9OO,23.75312680,90.36967000,23.72934667,90.40649295
I7C2OP,23.77213860,90.41086379,23.74961380,90.43006810
I7DBAO,23.75391101,90.36749683,23.71946580,90.42065890
I7CCCO,23.75032400,90.39455800,23.77500000,90.41596000
I7DBJK,23.82879000,90.42006100,23.76779747,90.42287445
I7C5NR,23.76795500,90.42203100,23.77767799,90.39672956
I7CN6M,23.78045710,90.41651856,23.81453288,90.42121937
I7CTO1,23.72451019,90.39561376,23.71984890,90.49042310
I7C78T,23.76156100,90.41481630,23.77377000,90.41678008
I7C0BR,23.76968762,90.40470611,23.82758780,90.42735640
I7BRA4,23.77768129,90.41634816,23.71224700,90.46662900
I7BKTO,23.78291700,90.36852500,23.70285440,90.45086430
I7CGFF,23.82464330,90.36870170,23.79328087,90.40369162
I7D1EE,23.73601449,90.38394749,23.80556127,90.38520243
I7D1I9,23.73954500,90.37185200,23.77339000,90.42448000
I7D8PN,23.75025181,90.39392564,23.75494456,90.42333104
I7C2RE,23.78997094,90.42515393,23.79452757,90.40864177
I7C7QF,23.72243801,90.39429244,23.75175057,90.36739372
I7BNKO,23.85177700,90.40810700,23.73366415,90.41064080
I7CH87,23.80965786,90.35908274,23.77253700,90.36819600
I7D5B7,23.87498529,90.39091956,23.77411000,90.42770000
I7CRCP,23.78169201,90.36907934,23.74817900,90.43333720
I7D182,23.73145028,90.41513655,23.77182860,90.40624212
I7C989,23.77166056,90.40652331,23.77877000,90.42632000
I7BSP6,23.83236854,90.41841622,23.79391000,90.41085000
I7D58A,23.81313473,90.41089632,23.74904775,90.40908729
I7DB56,23.81049800,90.37717000,23.76491900,90.34379300
I7D1JN,23.83924092,90.36816504,23.79254495,90.40152997
I7BKGT,23.83256887,90.41808274,23.77911700,90.41697700
I7CTP6,23.75744000,90.39248900,23.79059464,90.42684842
I7BRMR,23.73811899,90.36980521,23.78410800,90.37813500
I7CPH0,23.75822619,90.35764106,23.73909590,90.34231320
I7C0CS,23.79483558,90.41534677,23.76851805,90.42564112
I7COIG,23.76397912,90.36028471,23.71596220,90.39581240
I7BLLC,23.79363700,90.41030300,23.78059000,90.42536000
I7CR5Q,23.75987311,90.41926682,23.73368000,90.38699000
I7BJIC,23.79913192,90.43781597,23.82021620,90.38631870
I7CQMC,23.74424112,90.39267716,23.73850079,90.40753985
I7C45P,23.77965158,90.40846045,23.72481117,90.41206812
I7D2B2,23.79711307,90.43593708,23.82105771,90.43409340
I7CGQH,23.79360100,90.40374100,23.81435219,90.43857936
I7C72G,23.73606890,90.38651840,23.73162651,90.42574700
I7D5OA,23.78781390,90.38710680,23.79087229,90.40312245
I7CF43,23.78175214,90.41662384,23.73491320,90.41056890
I7D90M,23.79348800,90.40454300,23.76820130,90.42198088
I7CSTO,23.81011800,90.35727900,23.77036000,90.40856200
I7C1T9,23.73883808,90.38461704,23.79081136,90.40519510
I7C6O1,23.75864567,90.38875367,23.70401682,90.41178916
I7C2EL,23.79817105,90.43671088,23.76175500,90.36004800
I7D8J3,23.85656946,90.40119007,23.83580462,90.41891713
I7CJK8,23.87027910,90.38538281,23.84676000,90.40681000
I7BPGO,23.73584100,90.41565600,23.74566009,90.39485497
I7DA31,23.87189985,90.38232686,23.79153076,90.40239674
I7C6P3,23.80809041,90.35926715,23.80751935,90.42245310
I7D4TR,23.83468410,90.41668680,23.79221031,90.40202304
I7DACG,23.83899300,90.36811400,23.79836563,90.41596039
I7CD7F,23.80801894,90.37346005,23.76802330,90.40349940
I7CRN7,23.81784392,90.43872792,23.79211970,90.35824200
I7BHMK,23.78985000,90.37589500,23.78696000,90.42582000
I7BJJ3,23.87413420,90.40520567,23.86890950,90.36746670
I7CJED,23.81082133,90.43019447,23.74566100,90.41191500
I7BOJS,23.77678042,90.37849093,23.81453288,90.42121937
I7BRFH,23.82616134,90.43188393,23.87898147,90.39925385
I7C606,23.74042693,90.39435782,23.77054605,90.36957115
I7D1HJ,23.78029000,90.41646600,23.85181997,90.40819667
I7C3O3,23.74617759,90.39665613,23.72503500,90.42866100
I7CI00,23.77767400,90.40873144,23.74256236,90.41659031
I7BOC8,23.79218286,90.42456988,23.71500999,90.42667776
I7BTE6,23.78680180,90.37062420,23.75040768,90.37130260
I7CDJP,23.80722400,90.36915000,23.77391000,90.42595000
I7CLRD,23.78103299,90.42552207,23.69412900,90.43513200
I7C2LM,23.77517615,90.41623343,23.74761230,90.39169705
I7D07N,23.76385140,90.41419810,23.73910558,90.38866377
I7CNAL,23.77064000,90.40869100,23.78989148,90.40532906
I7CNT0,23.81962044,90.43120064,23.79391648,90.41230850
I7COS8,23.79573730,90.41388250,23.81303242,90.36164608
I7CJ3K,23.74044173,90.37386346,23.73162651,90.42574700
I7D0DD,23.81161710,90.41591840,23.80709090,90.36861287
I7CKSB,23.79410607,90.41485358,23.71470790,90.40671680
I7DBP7,23.73029400,90.41166100,23.73242900,90.38535800
I7CKEA,23.76493249,90.35920864,23.71366958,90.42836525
I7C3K4,23.78045127,90.40775042,23.69212300,90.43268400
I7CFJI,23.77302900,90.41570700,23.72249510,90.41132985
I7CO1I,23.73195486,90.41508056,23.78983300,90.40782900
I7C3TT,23.76438846,90.40968262,23.73243643,90.42532023
I7D5TL,23.77827352,90.41461084,23.71501000,90.42667800
I7CQPP,23.78107686,90.40811084,23.81717680,90.42862090
I7CBPJ,23.76034444,90.36032628,23.79084483,90.40782796
I7CHJS,23.82952214,90.41974291,23.81935000,90.40963000
I7CE99,23.81287494,90.42308903,23.71984890,90.49042310
I7CKTK,23.87290293,90.38539656,23.83703710,90.37133610
I7D9NL,23.83452699,90.41729104,23.73553630,90.43078760
I7C7DF,23.77274500,90.40480300,23.72762500,90.40404800
I7C6CH,23.77598189,90.37243143,23.76210700,90.35922300
I7CQQ2,23.72587300,90.39181400,23.76852931,90.36345374
I7BJJA,23.81347674,90.41799679,23.73667954,90.38956389
I7C1K9,23.80204800,90.41295400,23.77457170,90.41210320
I7CHAM,23.76951395,90.37207771,23.71856580,90.42068030
I7D4F9,23.83884838,90.36881279,23.84345000,90.40159000
I7D0BF,23.74545600,90.39491900,23.80652000,90.41805000
I7C838,23.76879900,90.40076100,23.81242157,90.42874273
I7CB23,23.79331212,90.38506497,23.79763000,90.42377000
I7C76P,23.76397700,90.40002600,23.78240000,90.34458000
I7BPDK,23.76366460,90.40048599,23.77054605,90.36957115
I7CLS8,23.82232000,90.36457200,23.74202300,90.38297800
I7D0EQ,23.80995600,90.43088700,23.89305640,90.40202950
I7CP5M,23.82231922,90.43540936,23.79942121,90.42421737
I7CR4T,23.87081840,90.38908023,23.85056575,90.40544496
I7CLNR,23.76535188,90.40466940,23.74081518,90.38276490
I7CAJK,23.80604800,90.37461300,23.73261590,90.36791540
I7CLC3,23.73316015,90.39084379,23.74639700,90.40544000
I7CQG6,23.82674000,90.36944168,23.76651920,90.35224170
I7D2TA,23.73094139,90.41178178,23.78076670,90.42127170
I7D55L,23.86913579,90.40461726,23.81454140,90.35937276
I7BKR8,23.76523191,90.41489193,23.77019400,90.40852700
I7DAE4,23.72254851,90.39410636,23.79321788,90.40284439
I7DD9I,23.80284790,90.37055880,23.78570449,90.41721592
I7C0EJ,23.81067256,90.37552703,23.83156913,90.41891815
I7BJIS,23.79878895,90.43362837,23.79488188,90.41325693
I7CP2T,23.75252900,90.38491200,23.77049800,90.39756200
I7COLR,23.80816065,90.35054393,23.76714239,90.35761457
I7BTMN,23.73104900,90.41629900,23.79487884,90.41380450
I7BI1E,23.76549065,90.41426584,23.79894141,90.42382490
I7D7S8,23.75304490,90.36957840,23.73003100,90.33350200
I7DBNE,23.79029700,90.41617562,23.71943404,90.42312991
I7CH62,23.81272760,90.36818220,23.73148036,90.43455508
I7C88F,23.77096159,90.40426154,23.79078853,90.40303409
I7CJQJ,23.81092010,90.40671844,23.72313203,90.41293108
I7CPA9,23.81606480,90.43269915,23.81856451,90.45687182
I7D87A,23.73218890,90.39568700,23.69419649,90.39907208
I7CF4C,23.79776570,90.41595966,23.85181997,90.40819667
I7BKE5,23.79442389,90.40800255,23.79689470,90.39476220
I7D9AK,23.73633338,90.38918518,23.76969100,90.36683900
I7BI06,23.80684091,90.35544050,23.77260500,90.40957200
I7CG0I,23.77675100,90.41639900,23.77702000,90.37162100
I7CBC5,23.79657200,90.38472300,23.75998971,90.41948675
I7BJB3,23.81969099,90.36560085,23.80199003,90.45805424
I7C96M,23.77820090,90.41155050,23.73851280,90.39132360
I7C85Q,23.76034506,90.42536080,23.78274313,90.40030863
I7BSF9,23.80472537,90.36949843,23.75803194,90.35011277
I7CDGD,23.79810915,90.35298374,23.74160514,90.39172523
I7BI2J,23.81103973,90.36386043,23.85181997,90.40819667
I7CHCO,23.73069647,90.41237187,23.79717000,90.42015000
I7DA9A,23.73901486,90.38532346,23.74221704,90.42055889
I7D77M,23.79703945,90.35805244,23.75371465,90.38820742
I7CN6K,23.81035202,90.37151143,23.87960967,90.41538240
I7D5Q5,23.76207695,90.37169114,23.74655000,90.42592100
I7BHED,23.86330942,90.38732252,23.78423000,90.42612000
I7CHML,23.77924673,90.41730177,23.70618440,90.42268444
I7CIQS,23.74128166,90.37491381,23.83530933,90.41628253
I7BOMC,23.78763110,90.41655700,23.80638490,90.36901800
I7CNKO,23.78274221,90.41622117,23.76473701,90.37119139
I7CID8,23.79580224,90.40816963,23.83525290,90.43430330
I7D5PA,23.74612000,90.39452400,23.74696244,90.43483979
I7D6K4,23.75226401,90.38515985,23.76323000,90.34287600
I7D9I4,23.77305446,90.40732239,23.73187180,90.41414830
I7BNGQ,23.73377860,90.41086681,23.73972921,90.38259946
I7BLM4,23.73101997,90.41345984,23.79299790,90.40151580
I7D8OF,23.79305510,90.40523180,23.75184329,90.37365887
I7BQAI,23.75004000,90.39354200,23.74585840,90.42941971
I7BRDE,23.80295907,90.36483943,23.77342100,90.41325000
I7COMB,23.77333247,90.40721666,23.73890297,90.38555542
I7BTKH,23.77009387,90.40847931,23.79451899,90.44963311
I7CPHL,23.79583780,90.41482950,23.83554394,90.43520249
I7CC8A,23.75842994,90.38937964,23.74729338,90.36943825
I7D8GF,23.77699716,90.37829474,23.76416008,90.45610982
I7COG4,23.78953745,90.42497020,23.80575000,90.36971000
I7CG3L,23.79455920,90.40112300,23.72537330,90.38443500
I7CS6I,23.78978012,90.41958969,23.72653249,90.42161567
I7C3TJ,23.79111127,90.40622324,23.80260731,90.39622694
