hashed_id,estimated_pickup_latitude,estimated_pickup_longitude,estimated_dropoff_latitude,estimated_dropoff_longitude
I712A7,27.71741381,85.33987474,27.72068930,85.36188070
I73SRG,28.23234900,83.98268680,28.24204937,83.98758726
I74IME,27.70604420,85.31201840,27.69885010,85.28470340
I75BFE,28.19381302,83.99055932,28.23602700,83.99718000
I71173,27.67543321,84.43356436,27.69953266,84.45199772
I74H9B,27.71909490,85.31481050,27.73170000,85.34430000
I74HSH,27.67497803,85.31942859,27.71715000,85.29403300
I712CF,27.72950969,85.35087481,27.71737850,85.28360370
I75L0R,27.73471552,85.30921206,27.72663780,85.31423700
I75HN2,27.70746598,85.30724969,27.70845620,85.29795080
I75KNJ,27.68523390,85.29726810,27.69233664,85.28424338
I744QD,27.70346398,85.31286217,27.68484650,85.24071510
I75HMM,27.71759660,85.34987118,27.73380900,85.32974290
I75J4R,27.69759000,85.30737170,27.70389330,85.30809490
I75KLF,27.71220011,85.33012719,27.67192240,85.34892620
I711GH,27.74133175,85.30333317,27.69531540,85.28114680
I75JSQ,27.71745596,85.32902621,27.71650870,85.31316900
I75IHC,27.71183410,85.30939370,27.73466923,85.29299908
I75ES1,27.73566573,85.30275129,27.72829800,85.30356200
I74L3B,27.68568277,85.32787497,27.71187000,85.27257000
I7131B,27.68424093,84.42039873,27.68098870,84.43881615
I75FJH,27.71779830,85.35691710,27.73530000,85.30540000
I74AF9,27.70976877,85.32616245,27.71870000,85.32200000
I711LR,27.68217600,85.23588210,27.67987240,85.34935030
I75GHS,27.69992205,85.33241451,27.69383580,85.33719690
I749OE,27.70329601,85.31865008,27.71743210,85.30851010
I75I6T,27.68672650,84.43814825,27.69225086,84.43408296
I75F9Q,27.69706390,84.42968750,27.69412830,84.44027350
I75HNS,27.73202657,85.32260332,27.73031215,85.28690413
I710LL,27.73630405,85.29529609,27.71590000,85.31020000
I74AMD,27.70954920,85.32720086,27.69531540,85.28114680
I75HOG,27.69371090,85.33264260,27.68330000,85.33670000
I71206,27.70202285,85.37510287,27.69407511,85.33852257
I711S0,27.76558707,85.34447741,27.73920110,85.33921710
I7406K,28.22380420,83.95157790,28.21247030,83.95722150
I7114R,27.67286157,84.43263330,27.66235140,84.42848761
I742A1,28.20508653,83.96393571,28.24599198,83.94866464
I74FNM,27.71014306,85.33324063,27.71428130,85.35381947
I75GJD,27.66293194,85.25172696,27.66931530,85.28639180
I74HQ9,27.67798281,85.31610332,27.69730943,85.33672851
I741FJ,27.70287658,85.31199317,27.71755320,85.32814520
I75HC0,27.69167120,84.42576780,27.61253910,84.57331122
I75G5L,27.69963114,85.32800529,27.68713000,85.26501000
I710LJ,27.71163192,85.28192695,27.72667000,85.24106000
I75EB0,27.68498316,85.34796830,27.73297640,85.30810760
I74B6K,27.68984820,85.30930780,27.66164257,85.29810134
I71262,27.71274660,85.32456800,27.71380000,85.30320000
I75KQQ,27.71357550,85.31498780,27.71377060,85.32402470
I711N3,27.71623906,85.30545060,27.71474300,85.31016400
I74BH0,27.70420761,85.33232599,27.71792145,85.34475634
I74PH7,27.70226656,85.31912651,27.71684395,85.33111297
I75FAO,27.74556644,85.35220070,27.66840000,85.33030000
I75H24,27.74521046,85.35240452,27.72951120,85.34515630
I75KKI,27.72162005,85.33828930,27.73749171,85.32851784
I74GIM,27.70681032,85.34293550,27.77768146,85.36262630
I75JGB,27.73451016,85.35368174,27.67883700,85.34905630
I75F8C,27.70184231,85.29972255,27.71678130,85.34475270
I75GLN,27.70846451,85.31410810,27.75863891,85.31483900
I74GOT,27.69073530,85.33865366,27.71530000,85.35460000
I711S6,27.71711523,85.31181917,27.72390000,85.31470000
I711MI,27.72074109,85.34365285,27.73368500,85.34434840
I710S3,27.73136500,85.31039880,27.71590000,85.31020000
I74PLI,27.69817922,85.30967608,27.69026000,85.28782000
I75I87,27.74193122,85.33521641,27.71579000,85.37223000
I75LQD,27.70993700,85.28979370,27.73685070,85.30217800
I711OK,27.69278640,85.30999392,27.68647118,85.34431480
I75FGH,27.73438463,85.31336512,27.72751900,85.30817500
I710BP,27.65500511,85.31000834,27.64913740,85.31720910
I75L11,27.72033373,85.32360479,27.71414700,85.31234300
I75LI0,27.70418380,85.34087600,27.72378304,85.37423417
I710RF,27.73120513,85.31030338,27.71590000,85.31020000
I75EPB,27.67527525,85.34479994,27.67430000,85.32780000
I710HT,27.70778922,85.34294989,27.71546000,85.33624000
I75JSS,27.71677657,85.31142052,27.72751920,85.30817540
I75GSK,27.69852981,85.30030377,27.66551718,85.27567070
I7125R,27.73545080,85.30897820,27.73445926,85.32453966
I75EJS,27.72215219,85.27984556,27.69182785,85.28492460
I75JMM,27.74215911,85.32521948,27.71789010,85.28494460
I7118Q,27.72327643,85.31073958,27.71648390,85.30685110
I75HO0,27.71755628,85.31477798,27.70301700,85.31019730
I75GD1,27.70756883,85.34327448,27.67819590,85.32107890
I7120F,27.70577967,85.34737688,27.67420954,85.35402735
I710H8,27.71612000,85.20507000,27.71555000,85.19717000
I738HB,28.18912988,84.01358776,28.23206416,83.98310793
I711BF,27.70998367,85.31664982,27.69718630,85.34308517
I7451M,27.69780000,85.31320000,27.69427674,85.34560701
I75FRS,27.65514870,85.31923940,27.65695150,85.31609060
I75IDN,27.69963156,85.35650446,27.72442000,85.32568000
I75JQR,27.70981626,85.32681171,27.74382587,85.32942854
I711Q2,27.69317263,85.36802083,27.67542770,85.35169840
I75L92,27.70186522,85.28965238,27.69910000,85.30770000
I75I49,27.71699027,85.34071527,27.70809900,85.33394500
I74850,27.71126553,85.32233729,27.70427560,85.30946150
I74L55,27.68390147,85.33252092,27.70390000,85.33260000
I73K0T,28.23351307,83.97667486,28.21306499,83.99777144
I74KAO,27.70207242,85.30975521,27.64949819,85.31263925
I75F3S,27.75443085,85.34787174,27.74400510,85.35935897
I711ND,27.71396846,85.31312943,27.70160000,85.35100000
I75IQ4,27.72903723,85.36405552,27.75416620,85.36351606
I75KT8,27.67508166,85.35414845,27.74210000,85.33250000
I74MF1,27.70398218,85.32722369,27.68308125,85.33954985
I74KNN,27.70326396,85.31922240,27.71472380,85.36374270
I733LK,23.90329855,90.39133120,23.87419472,90.39190344
I72T41,23.72059110,90.38395300,23.74797845,90.38929994
I73FD4,23.82209807,90.41993501,23.79805790,90.44974477
I72NL5,23.71017337,90.43375175,23.80467000,90.41563000
I74HSK,27.70873860,85.31841160,27.73760000,85.33420000
I73DHP,23.69343911,90.42393655,23.75172000,90.37786000
I74HSF,27.70115440,85.33370285,27.62289985,85.32232139
I74HQT,27.68565210,85.31453480,27.69750000,85.29200000
I74DF3,27.70194478,85.32230627,27.68532000,85.33171000
I72KFS,23.75668481,90.36414038,23.79376555,90.40402315
I72GTF,23.82477780,90.38623709,23.80348608,90.35483178
I72T14,23.70520794,90.44467941,23.73824200,90.37721300
I73BSP,23.85401275,90.35567064,23.81546704,90.42764380
I74NLO,27.70394075,85.31116337,27.70052800,85.28660000
I73G6J,23.75319700,90.34047700,23.79382830,90.40371430
I728O1,23.71654000,90.39671500,23.75289110,90.38175416
I72CJ1,23.83203609,90.42279191,23.79360400,90.41765800
I735KE,23.76273980,90.39296320,23.79218900,90.40615700
I73HNO,23.77731656,90.39831173,23.82892132,90.36359556
I72OOP,23.85524757,90.35359729,23.81536735,90.42631286
I72SJ7,23.83657101,90.43448433,23.79445000,90.42431000
I74HSD,27.70205491,85.32582499,27.68150000,85.31930000
I74CBO,27.71903890,85.32042330,27.69728670,85.29935120
I74PS9,27.70796821,85.31850558,27.70417180,85.30665230
I73CDA,23.82022200,90.44326700,23.80086538,90.47300545
I74GK5,27.69709005,85.30853983,27.64646797,85.32355484
I74MGF,27.70919470,85.33225908,27.71070000,85.31720000
I73JEN,23.79714342,90.44946405,23.70138100,90.41911500
I74HPQ,27.70843661,85.33236489,27.73614800,85.29010800
I73PBE,23.79714342,90.44946405,23.75984706,90.41882569
I74QJM,27.69872158,85.31741660,27.71866869,85.30950956
I7341Q,23.76013915,90.36846243,23.79472450,90.35326120
I73DAT,23.73915900,90.38331600,23.79105750,90.35386230
I72GIP,23.82299736,90.44821154,23.86100550,90.39949325
I72BNI,23.73122741,90.44332610,23.70968660,90.40236850
I74FS7,27.69667778,85.32016290,27.71659730,85.33575920
I73R6T,23.74364700,90.41355100,23.73842038,90.43092974
I74BRN,27.70262812,85.31280655,27.69173072,85.27384244
I74CO9,27.70844104,85.33288815,27.72665000,85.31829220
I72R44,23.82095100,90.42733800,23.70117130,90.39782256
I72DM4,23.71192342,90.40007964,23.73955195,90.37501607
I74I0J,27.70902940,85.32991725,27.71860325,85.31107774
I74GAE,27.71145650,85.30606650,27.66284745,85.31902920
I73BL2,23.82045410,90.39565098,23.79932933,90.40683345
I748C1,27.70121430,85.32385930,27.73306000,85.28491000
I74NLD,27.70725285,85.32228347,27.64621374,85.33238232
I74CJK,27.70198144,85.31085971,27.71924868,85.35196738
I72Q4K,23.70126831,90.42648297,23.72812960,90.41739417
I74AMC,27.68720152,85.31434111,27.73452255,85.31046367
I72CL1,23.73748860,90.40509202,23.78182271,90.39482988
I73JOM,23.82458243,90.44018637,23.79567686,90.41754091
I73JNE,23.77026416,90.35919674,23.71500999,90.42667776
I735L4,23.70271420,90.44974820,23.71505760,90.39348620
I72HP5,23.83317543,90.43794036,23.77339000,90.42448000
I72A62,23.72009130,90.38045800,23.79435732,90.40256940
I74MRI,27.70980261,85.32673392,27.73716360,85.34838530
I74PRF,27.70948678,85.31463917,27.77669000,85.27813000
I74N09,27.71803324,85.31908024,27.75595600,85.41912300
I72RN1,23.70141200,90.43018700,23.76209706,90.44228477
I74QH7,27.70796821,85.31850558,27.70417180,85.30665230
I74J4B,27.68538248,85.32040358,27.70833124,85.33671007
I72L47,23.74379333,90.41390341,23.70118298,90.39752718
I74LBF,27.68787791,85.34086837,27.75477355,85.32684275
I72R73,23.74428283,90.44498686,23.74853387,90.39284907
I74OPN,27.70324214,85.31114346,27.66414140,85.33538910
I74K0F,27.71274980,85.32867400,27.68115140,85.31087168
I73PRH,23.79727075,90.44937763,23.81857637,90.45189489
I72R88,23.73365828,90.40368151,23.75028403,90.36954202
I74CNE,27.71883610,85.32365440,27.72849027,85.32166421
I73GQL,23.70257488,90.43795478,23.70945200,90.42444800
I73PK5,23.78534941,90.40102109,23.74773890,90.40908670
I74OCT,27.70698140,85.32286720,27.74773910,85.29217400
I73T4O,23.83280495,90.39401215,23.83040889,90.47150164
I73FLA,23.82174444,90.42826027,23.71696585,90.41759202
I74ARP,27.68262900,85.31876341,27.73546427,85.35886444
I74BDI,27.71210831,85.32212522,27.64520230,85.33738920
I72AN7,23.74133138,90.44223826,23.73760645,90.40972421
I72IMF,23.73604917,90.41530319,23.74405309,90.37275307
I73MLS,23.71614913,90.39615758,23.73879726,90.39015412
I74BAP,27.70798958,85.31862862,27.76155387,85.34263473
I74Q9H,27.70288667,85.32249000,27.69766596,85.35116516
I73MHF,23.77775100,90.36165900,23.76449639,90.35861247
I74EG5,27.69213580,85.32838550,27.69524500,85.34557900
I7348M,23.76078018,90.44152245,23.73162651,90.42574700
I74FAB,27.71218491,85.30681470,27.69452690,85.28109310
I74HH3,27.70420969,85.33308148,27.70665065,85.31026765
I74AL8,27.68298657,85.31886085,27.73546427,85.35886444
I74OPS,27.71335821,85.32394577,27.73470000,85.28942000
I74H7M,27.71799970,85.31831179,27.73035459,85.35132911
I74BNE,27.70492969,85.30933435,27.69373800,85.31736000
I74L1O,27.70897166,85.31511622,27.73823500,85.31247200
I72KO2,23.75682281,90.44150739,23.81540906,90.42600977
I74BOO,27.70297310,85.31353830,27.67306229,85.38449362
I72R43,23.74984887,90.44112548,23.77486000,90.41150000
I72MA9,23.72142000,90.38910100,23.75069200,90.38900600
I74O8I,27.70052703,85.31153519,27.72455228,85.36843000
I73NQH,23.89167909,90.38820013,23.77419342,90.42928755
I72FEI,23.72659032,90.38199417,23.75960445,90.39747657
I74B0L,27.68943729,85.32968212,27.68255070,85.33285710
I73C4M,23.85401275,90.35567064,23.81546704,90.42764380
I74OF6,27.70419510,85.31085030,27.69479900,85.29163200
I74IAM,27.70544216,85.32619547,27.69610000,85.28997000
I7235E,23.83430230,90.43486630,23.79792776,90.44699601
I73N07,23.77775100,90.36165900,23.76449639,90.35861247
I74MEQ,27.71795014,85.32096148,27.72358687,85.30771136
I731NE,23.77261900,90.35444100,23.73691630,90.40445091
I73KPA,23.72078370,90.38893760,23.71484100,90.40666200
I72TIM,23.83655966,90.43450579,23.79445000,90.42431000
I73EE4,23.72790155,90.41949816,23.70727400,90.45536700
I73P21,23.77994105,90.40548697,23.78031781,90.40550206
I74KH3,27.71165340,85.32811640,27.71040000,85.31220000
I74G4O,27.70532521,85.32819384,27.70058810,85.31186776
I74NHT,27.69068008,85.31777199,27.65675160,85.30742772
I74BSB,27.69434615,85.31985104,27.72913486,85.29269200
I74M5J,27.69485300,85.31393410,27.70279850,85.30571040
I73BIH,23.69343911,90.42393655,23.75172000,90.37786000
I72REP,23.74977260,90.44108220,23.74405309,90.37275307
I73D7J,23.71151638,90.37928179,23.79972924,90.35558824
I72DR8,23.69556203,90.43541573,23.72343530,90.40574305
I74HRJ,27.69113165,85.32750531,27.69033200,85.34567700
I73LR3,23.75426115,90.41544802,23.72529013,90.40039916
I74PQ2,27.70568286,85.32241392,27.68986840,85.33564120
I74BR5,27.69952176,85.31323812,27.69895520,85.23357343
I74GQS,27.71812288,85.31837851,27.73035459,85.35132911
I7314D,23.82105495,90.42721186,23.73631800,90.42859400
I74HLT,27.70403901,85.33234477,27.72299151,85.28860699
I74GJC,27.68838797,85.33523852,27.66803400,85.34415700
I740OS,23.73655865,90.34067977,23.79640000,90.41741000
I74C1I,27.70204114,85.32173867,27.68532000,85.33171000
I74DI6,27.71039448,85.33237696,27.70177150,85.31049653
I73LJM,23.73181736,90.37167303,23.70124804,90.39752483
I73807,23.74136500,90.35091169,23.75472020,90.36480190
I72LMP,23.74985225,90.44113789,23.75606427,90.35680434
I74I44,27.70123423,85.33819999,27.67676229,85.36563771
I74QGO,27.70372999,85.31121098,27.74653900,85.31066200
I74E4R,27.70331898,85.30918591,27.67673960,85.30491110
I740KQ,23.70912260,90.37156750,23.74950784,90.40608862
I731B2,23.74584400,90.42416000,23.76897146,90.42366464
I74I88,27.70458479,85.32274181,27.66170000,85.34264000
I737Q6,23.82119021,90.38428176,23.78483736,90.41507453
I72NFC,23.73123543,90.43087911,23.73562600,90.41532700
I7409N,23.89332859,90.40307163,23.75132483,90.39275585
I728G8,23.73997977,90.44020448,23.73285000,90.41044500
I72NTO,23.73348487,90.42529911,23.77305000,90.41598000
I728FL,23.72417007,90.38708836,23.75438110,90.38860330
I72CE5,23.72334105,90.43534297,23.78052815,90.40772993
I72T4O,23.69111200,90.43073900,23.73162651,90.42574700
I74NKC,27.69298382,85.31705517,27.70844255,85.30849826
I74F5N,27.71938101,85.31590886,27.67055000,85.27907000
I73DHF,23.81654004,90.38570300,23.78101000,90.39882000
I74BC1,27.70704121,85.32247726,27.67565673,85.34348933
I72NIS,23.70533564,90.44430390,23.73572015,90.41530550
I74FSC,27.69695171,85.33817321,27.67904150,85.34972040
I74ASM,27.69212111,85.31945709,27.71871410,85.32821010
I74B0B,27.71217111,85.31749506,27.74162940,85.33844810
I74ERN,27.71563654,85.31294804,27.69316045,85.36784079
I740NG,23.72218690,90.38401980,23.75302445,90.42652548
I74LLD,27.69414971,85.31390158,27.71650240,85.31294340
I72C9N,23.69392426,90.42457235,23.75216958,90.38543165
I735F4,23.73862355,90.42169221,23.75475910,90.38947781
I746GS,23.86815895,90.40191930,23.82784618,90.34582494
I73NHB,23.69333480,90.43382090,23.78825570,90.38824970
I739J7,23.76097440,90.44419340,23.76598705,90.40760990
I73DPR,23.76319082,90.44135816,23.79764133,90.35101718
I7468F,23.80393118,90.38716480,23.74007581,90.42770946
I73MP7,23.77775100,90.36165900,23.76449639,90.35861247
I74KHA,27.70985445,85.32651174,27.68955046,85.28886147
I74HKR,27.70103910,85.33360809,27.62334670,85.32108150
I73L6A,23.79714342,90.44946405,23.71382518,90.42888218
I72LMS,23.71685200,90.38600100,23.79053700,90.40856900
I74EKA,27.70253520,85.33233270,27.74391430,85.30058470
I72B5Q,23.74198286,90.43094874,23.74579200,90.39496400
I735M0,23.73862355,90.42169221,23.75475910,90.38947781
I73QDG,23.72507312,90.42898178,23.74187644,90.40262673
I73OHN,23.82182664,90.42743314,23.77647804,90.36312485
I73DH5,23.76003666,90.36733322,23.76803665,90.40358775
I73TIO,23.74434910,90.37683436,23.75858123,90.41370559
I7442H,23.79380205,90.35196248,23.81453288,90.42121937
I73JMR,23.90575400,90.39903400,23.72675958,90.41131812
I73916,23.72561702,90.39007165,23.71386746,90.43109637
I744KO,23.71026884,90.44186074,23.75172790,90.42467330
I742SA,23.69768714,90.43621235,23.73403972,90.40985718
I744LE,23.80807974,90.39758049,23.83613997,90.37247479
I73I10,23.75080278,90.43256832,23.81344906,90.42184270
I73MQ0,23.79720357,90.44989899,23.77793200,90.39595400
I73SKG,23.75932137,90.38958617,23.77884327,90.35663355
I73J20,23.89296220,90.40222147,23.73015470,90.41017820
I73EG8,23.70306177,90.39779607,23.77802000,90.36117000
I73EL3,23.70409381,90.44382341,23.79096597,90.37549550
I73H0I,23.81642378,90.40515035,23.79096597,90.37549550
I7395S,23.79470459,90.44988088,23.86766624,90.40000286
I74496,23.80526600,90.38246000,23.81453288,90.42121937
I73CIF,23.82146112,90.44631427,23.79522600,90.41588500
I73API,23.74328720,90.43686040,23.76856300,90.40453100
I743K3,23.77240935,90.42381326,23.74638440,90.38567640
I7404A,23.80000879,90.38248933,23.81594652,90.42473014
I73NBB,23.81608600,90.42657200,23.75071900,90.39059147
I745L5,23.89277782,90.38750492,23.79916893,90.40683727
I73R33,23.69035200,90.43093800,23.77266822,90.40089878
I73DPB,23.74887145,90.43924626,23.71739815,90.40877771
I73NT2,23.78625254,90.37529859,23.71382518,90.42888218
I73EQT,23.83801699,90.37536643,23.79874740,90.42610922
I73M52,23.74572000,90.41250900,23.77087380,90.36668210
I742PQ,23.80003605,90.44872773,23.82110532,90.42739200
I73BA6,23.73102000,90.35923700,23.73368265,90.41043170
I745PG,23.72522278,90.42884751,23.79449428,90.46783157
I73BTP,23.70506457,90.44493657,23.73835450,90.37566300
I7430B,23.81455275,90.42897943,23.84644000,90.40630000
I73TSG,23.69388912,90.43460235,23.73727360,90.40652782
I73P0B,23.69856947,90.43543685,23.79421035,90.41919251
I73D2J,23.74771418,90.37048381,23.77793000,90.42370000
I7437J,23.81521890,90.42672190,23.75142106,90.42343973
I73MNB,23.80568520,90.38510240,23.78932000,90.40143200
I73E5K,23.81092813,90.37980044,23.81186515,90.43026617
I74628,23.76127078,90.35058886,23.73242900,90.38535800
I73GAO,23.82963728,90.39119750,23.79044205,90.40618318
I7417N,23.76177794,90.44110326,23.76068505,90.41916858
I7437T,23.81608600,90.42657200,23.76832833,90.35372637
I73RI5,23.81706760,90.39801568,23.87474300,90.39674100
I73F6C,23.70996610,90.43393770,23.74709464,90.37372256
I7387K,23.82101923,90.38433105,23.79155610,90.37532820
I73M60,23.72748320,90.41254789,23.73910558,90.38866377
I73SS2,23.78847872,90.39968334,23.80507210,90.37735300
I743GF,23.81608600,90.42657200,23.76115555,90.37051574
I73LDC,23.69381605,90.43492690,23.73932045,90.37535965
I73KKR,23.69908677,90.42259410,23.77266822,90.40089878
I73HJI,23.72156100,90.42877100,23.77343433,90.36108132
I73B4C,23.75110463,90.44031009,23.78193000,90.41659000
I73NE5,23.79714342,90.44946405,23.75211794,90.42580906
I73J25,23.77593372,90.39794862,23.72996531,90.40791016
I74023,23.79159100,90.38788700,23.76931900,90.40493000
I73IJ6,23.73306800,90.41007200,23.74811885,90.38992618
I73NGI,23.75821146,90.34461826,23.76613993,90.40509403
I73FEN,23.77558394,90.39159078,23.76186500,90.43316400
I73S7H,23.76032941,90.34913778,23.75650900,90.38765500
I743HO,23.75344456,90.42405993,23.74539960,90.41230740
I737O3,23.76127000,90.34349500,23.76163690,90.40321410
I73F6J,23.76565600,90.36312100,23.77339000,90.42448000
I73QNR,23.72369035,90.38122874,23.72807935,90.41908913
I73SSG,23.70283214,90.44922676,23.89305640,90.40202950
I742OM,23.72538820,90.42928610,23.79449428,90.46783157
I73T6B,23.70318258,90.39783865,23.73208148,90.39571031
I73CSK,23.73866283,90.38145203,23.76057821,90.36599666
I745S9,23.72673840,90.41910950,23.81461620,90.41671510
I73SD0,23.72229477,90.38057266,23.70825500,90.41518300
I737FF,23.81608600,90.42657200,23.73209022,90.38822461
I73FCS,23.73183363,90.37163381,23.79349270,90.40619340
I73INA,23.78063260,90.35269674,23.74773351,90.40164504
I73BHF,23.75155728,90.36474388,23.78059000,90.42536000
I73RPF,23.76413285,90.34868449,23.77831250,90.38006250
I73GC9,23.70274465,90.43509822,23.76856300,90.40453100
I73G4T,23.81608600,90.42657200,23.76065774,90.37287131
I746D4,23.81483210,90.42767140,23.78206000,90.40362000
I738L5,23.77258400,90.42439300,23.82938000,90.36392000
I73D51,23.79372597,90.40071264,23.77056320,90.41043820
I73G3N,23.81650906,90.43002483,23.74284000,90.38005000
I73HL0,23.74143023,90.35678803,23.73616180,90.39053100
I741O9,23.72366050,90.42866140,23.75094300,90.38722400
I73B7M,23.72913022,90.41377319,23.81453288,90.42121937
I73M8D,23.76053515,90.34837035,23.72437700,90.40695900
I738G0,23.78839990,90.37454635,23.79358717,90.39764588
I73J7E,23.77383100,90.42321500,23.73395080,90.39288691
I73IE9,23.73050003,90.40165376,23.71080599,90.41025527
I73Q32,23.78544452,90.39955426,23.78283000,90.34263670
I73A2J,23.71833090,90.37546190,23.73260210,90.39563706
I73NDB,23.79694856,90.38322617,23.76799390,90.37801550
I73F3Q,23.70760313,90.41783720,23.75279781,90.38120259
I73PGS,23.78821300,90.40000100,23.73943751,90.39642961
I741H1,23.83729400,90.37597500,23.77248533,90.39314011
I741R0,23.70278087,90.44928376,23.73164940,90.42101340
I73T8C,23.81252769,90.38976650,23.79299000,90.41417000
I739DC,23.82271887,90.39334595,23.87289452,90.40096628
I745JS,23.81749916,90.38710345,23.86808537,90.40013127
I73FBH,23.72583925,90.39182715,23.76712337,90.36199730
I73I70,23.81891500,90.40938100,23.81338900,90.43261580
I740CS,23.77433410,90.39475843,23.75298000,90.36937000
I73R97,23.69353206,90.43488868,23.73943751,90.39642961
I73O7D,23.81743966,90.43051869,23.78796851,90.41686960
I73K9M,23.86291900,90.35392083,23.83644600,90.36951300
I73TRD,23.74027200,90.38305900,23.77852056,90.37945686
I744O3,23.77014586,90.35595876,23.75898115,90.39008008
I745L1,23.69470977,90.43375880,23.74529024,90.37718257
I73ND0,23.81610400,90.42662600,23.73989230,90.36588114
I744DL,23.72161324,90.38808011,23.73366500,90.41414400
I73OB6,23.81659737,90.42473021,23.80150110,90.34592720
I73GL5,23.75082568,90.36650945,23.71803790,90.39845140
I73HCH,23.81501478,90.42643955,23.77133000,90.40366000
I7439G,23.70181629,90.39851323,23.71219307,90.42971409
I741ER,23.73374269,90.43520384,23.72481117,90.41206812
I743K1,23.74584700,90.42988500,23.73943800,90.39643000
I73M5C,23.74728791,90.40974732,23.79329170,90.40245815
I73TKC,23.73303136,90.38697620,23.77851210,90.39786345
I73IPD,23.74868578,90.34623832,23.80613000,90.37464000
I737MB,23.76683300,90.36298700,23.80681590,90.36241049
I73GH6,23.76356119,90.34407411,23.73071509,90.41235464
I73M0F,23.81546704,90.42764380,23.75445030,90.41794210
I73R3P,23.69903220,90.45740060,23.72690400,90.42271100
I73P10,23.72231700,90.42867000,23.72869530,90.38084777
I737QR,23.81656519,90.44091359,23.78189832,90.41578379
I73ESC,23.75009700,90.41303000,23.79544607,90.42554285
I73R9O,23.75033100,90.40253100,23.77615770,90.41671396
I743R8,23.77207263,90.42532492,23.79319003,90.41313328
I73M7F,23.81521760,90.42611564,23.71883870,90.41324593
I73D46,23.78745000,90.38594200,23.83199560,90.41893420
I725CS,23.70326622,90.44904739,23.72653249,90.42161567
I72BD2,23.77361700,90.39919300,23.75152064,90.36868692
I72HFM,23.72262190,90.38737240,23.83117556,90.47183217
I72MER,23.70457616,90.42505469,23.76296310,90.40327640
I72JBD,23.73500474,90.41017614,23.79403400,90.41903500
I72D6I,23.74586381,90.34932070,23.78186600,90.39742800
I72ERD,23.79125300,90.40118300,23.75149200,90.37036000
I72JNT,23.75910964,90.35602402,23.74657767,90.40071572
I72GHK,23.82297037,90.44799495,23.86107070,90.39904300
I72CST,23.81608600,90.42657200,23.74662986,90.38568030
I72D8D,23.70295217,90.44128910,23.75288656,90.37748405
I72IP8,23.71687785,90.39576698,23.74328235,90.38028672
I72LQD,23.70038090,90.44572309,23.74171200,90.40721000
I726F9,23.77691831,90.39875999,23.74539214,90.38530810
I72QP1,23.86993428,90.36745459,23.87636000,90.39768000
I72B4E,23.78473428,90.39781149,23.77837844,90.36835167
I7214L,23.69924426,90.45716912,23.73833217,90.39519845
I726P2,23.75205718,90.40549703,23.71971100,90.43530000
I72MJE,23.79790600,90.38490700,23.79807688,90.41458192
I7273L,23.73680510,90.41166410,23.77030310,90.40511211
I72P01,23.74883700,90.40386400,23.77499248,90.36211942
I7309K,23.81494090,90.42775440,23.75289096,90.38175412
I72DFT,23.70406930,90.41255290,23.72163074,90.39985634
I72DPN,23.74622208,90.35039909,23.79416000,90.41289000
I734NI,23.81608823,90.42650241,23.85862540,90.40501021
I72562,23.75146583,90.35058014,23.74499224,90.40677297
I72DON,23.88457589,90.40007126,23.81180000,90.41301000
I72PCM,23.72746669,90.38142645,23.79445072,90.41658948
I730OE,23.78028222,90.39362691,23.77055260,90.40381763
I72SPN,23.69374974,90.43435056,23.76440158,90.35243394
I730D9,23.69096816,90.43023001,23.72672310,90.37339222
I72BOB,23.77480600,90.42578600,23.73869751,90.38009718
I73594,23.73926437,90.41523982,23.75207100,90.39410600
I72D1T,23.69213176,90.44243909,23.77764900,90.34276400
I72556,23.75630828,90.35328146,23.72267070,90.38611320
I72B8G,23.77785300,90.39811400,23.77916300,90.37321100
I72FNR,23.72669192,90.41653633,23.82342830,90.41911240
I72QI6,23.71735548,90.42892881,23.77020954,90.40630187
I72OPK,23.72779505,90.41527636,23.78336000,90.42601000
I72CE6,23.77580131,90.39587477,23.74070160,90.35705570
I72OIR,23.81419410,90.43869160,23.72713385,90.41669692
I72NAO,23.72231700,90.42867000,23.77304144,90.42442636
I72B0M,23.79091072,90.40014648,23.73366415,90.41064080
I727SE,23.82150590,90.44637591,23.79368824,90.40506586
I72PMM,23.82175763,90.42804368,23.78059000,90.42536000
I72SNN,23.82098530,90.42730520,23.75606427,90.35680434
I7268L,23.72037211,90.38594274,23.75243728,90.38754615
I7300P,23.75937410,90.36552580,23.71051300,90.41768100
I72RDP,23.75059060,90.44157408,23.73824200,90.37721300
I72RFN,23.74891000,90.42014300,23.68011870,90.44448661
I72DAE,23.77689000,90.39853200,23.72633255,90.42118516
I72L6D,23.72217700,90.39037700,23.74386640,90.40355440
I72PPD,23.74160084,90.41947871,23.81540906,90.42600977
I72NO8,23.75709000,90.36562600,23.77339000,90.42448000
I72O2I,23.80003595,90.44872787,23.73932045,90.37535965
I72PTO,23.71140030,90.41846030,23.73749000,90.38693000
I726J0,23.77856615,90.39793859,23.79880429,90.43492019
I728TI,23.70056467,90.42205397,23.74541823,90.37148840
I72O9D,23.70533564,90.44430390,23.73572015,90.41530550
I72N8K,23.81608600,90.42657200,23.79231866,90.40539358
I72S0E,23.72765324,90.41049499,23.76058300,90.34865500
I728PM,23.74290793,90.42029243,23.78735586,90.41664496
I7286R,23.73731765,90.42851675,23.69389588,90.48060626
