pickup_hex,dropoff_hex,ride_count
893c028120fffff,893c02d6933ffff,1
893c0281243ffff,893c02d6c6fffff,1
893c028124bffff,893c028a1a3ffff,1
893c0281607ffff,893c02998b7ffff,1
893c0281647ffff,893c0281673ffff,1
893c0281647ffff,893c028a58bffff,1
893c028164bffff,893c0288683ffff,1
893c0281673ffff,893c028b46fffff,1
893c0281673ffff,893c0299a2fffff,1
893c02816c7ffff,893c0298ac3ffff,1
893c0288013ffff,893c0288687ffff,1
893c0288027ffff,893c0288027ffff,1
893c0288027ffff,893c0288037ffff,2
893c0288027ffff,893c02880afffff,1
893c0288027ffff,893c0288153ffff,1
893c0288027ffff,893c028b123ffff,1
893c0288033ffff,893c02880abffff,1
893c0288037ffff,893c0288027ffff,1
893c0288037ffff,893c02880abffff,1
893c0288043ffff,893c028b093ffff,1
893c0288043ffff,893c028b0b7ffff,1
893c028804fffff,893c028b373ffff,1
893c028804fffff,893c028b597ffff,2
893c028806bffff,893c029824fffff,1
893c028807bffff,893c028b18fffff,1
893c0288097ffff,893c028854fffff,2
893c02880abffff,893c0288033ffff,3
893c02880abffff,893c0288447ffff,1
893c02880abffff,893c0298343ffff,1
893c02880afffff,893c0288033ffff,1
893c02880afffff,893c0288697ffff,1
893c02880bbffff,893c028b53bffff,1
893c02880bbffff,893c0298acbffff,1
893c02880cbffff,893c028b033ffff,1
893c02880cfffff,893c0299887ffff,1
893c02880dbffff,893c0299073ffff,1
893c0288143ffff,893c0288153ffff,1
893c0288153ffff,893c0288027ffff,2
893c0288153ffff,893c0288153ffff,1
893c0288153ffff,893c02881cfffff,6
893c028818bffff,893c0288687ffff,1
893c02881c3ffff,893c0288153ffff,1
893c02881c3ffff,893c02881c3ffff,1
893c02881c3ffff,893c02881d7ffff,2
893c02881cfffff,893c0288153ffff,2
893c02881cfffff,893c02881c3ffff,4
893c02881cfffff,893c02881cbffff,1
893c02881cfffff,893c02881cfffff,3
893c02881cfffff,893c02881d7ffff,9
893c02881cfffff,893c028856fffff,1
893c02881cfffff,893c028857bffff,1
893c02881d7ffff,893c02881cfffff,7
893c02881d7ffff,893c02881d7ffff,1
893c02881d7ffff,893c0288567ffff,4
893c02881d7ffff,893c028856fffff,5
893c02881dbffff,893c028b1cbffff,1
893c0288217ffff,893c029938bffff,1
893c028822fffff,893c066c12fffff,1
893c028822fffff,893c066c16fffff,1
893c02882a3ffff,893c02884cfffff,1
893c02882afffff,893c02d6817ffff,1
893c02882b3ffff,893c02d6bcfffff,1
893c02882bbffff,893c028b0b7ffff,1
893c0288333ffff,893c0299a23ffff,2
893c028834bffff,893c02884d7ffff,1
893c028834bffff,893c028b3afffff,1
893c028834fffff,893c0288663ffff,1
893c028834fffff,893c02d6d8fffff,1
893c0288353ffff,893c028b0dbffff,1
893c02883b7ffff,893c02d69abffff,2
893c0288403ffff,893c028b167ffff,1
893c0288403ffff,893c028b457ffff,1
893c0288403ffff,893c028b52bffff,1
893c0288403ffff,893c0299a27ffff,1
893c0288403ffff,893c0299babffff,1
893c0288403ffff,893c02d68d7ffff,1
893c028840bffff,893c0288083ffff,1
893c028840bffff,893c028a293ffff,1
893c028840bffff,893c0299513ffff,1
893c028840bffff,893c0299bcbffff,1
893c028840bffff,893c02d698fffff,1
893c0288413ffff,893c02991cbffff,1
893c0288413ffff,893c0299ad7ffff,1
893c0288413ffff,893c0299d6bffff,1
893c0288413ffff,893c02d69abffff,1
893c0288417ffff,893c028b037ffff,1
893c0288417ffff,893c028b133ffff,1
893c0288417ffff,893c0298e37ffff,1
893c0288417ffff,893c02d68cfffff,1
893c028841bffff,893c028845bffff,1
893c028841bffff,893c028b54bffff,1
893c028841bffff,893c028b5dbffff,1
893c028841bffff,893c02983d7ffff,1
893c028841bffff,893c0299373ffff,1
893c028841bffff,893c0299b1bffff,1
893c028841bffff,893c0299bc3ffff,1
893c028841bffff,893c029b3a3ffff,1
893c028841bffff,893c02d6853ffff,1
893c028842bffff,893c028b407ffff,1
893c0288433ffff,893c028b037ffff,1
893c0288433ffff,893c02d698fffff,1
893c0288443ffff,893c028b137ffff,1
893c0288443ffff,893c0299527ffff,1
893c0288443ffff,893c066c93bffff,1
893c0288447ffff,893c0298acbffff,1
893c028844bffff,893c0299a83ffff,1
893c028844bffff,893c0299b6fffff,1
893c028844fffff,893c028846bffff,1
893c028844fffff,893c028b16bffff,1
893c0288453ffff,893c028844fffff,1
893c0288453ffff,893c028858fffff,1
893c0288453ffff,893c028b13bffff,1
893c0288453ffff,893c028b173ffff,1
893c0288453ffff,893c028b17bffff,1
893c0288453ffff,893c028b5cfffff,1
893c0288453ffff,893c02d6da3ffff,1
893c0288457ffff,893c0288153ffff,1
893c0288457ffff,893c0288563ffff,1
893c0288457ffff,893c028a2b7ffff,1
893c0288457ffff,893c028b147ffff,1
893c0288457ffff,893c028b17bffff,1
893c0288457ffff,893c028b457ffff,1
893c0288457ffff,893c028b4a7ffff,1
893c0288457ffff,893c028b54bffff,1
893c0288457ffff,893c0299367ffff,1
893c0288457ffff,893c0299633ffff,1
893c0288457ffff,893c02d6903ffff,1
893c0288457ffff,893c02d6bb7ffff,1
893c0288457ffff,893c02d6ca3ffff,1
893c028845bffff,893c02882b3ffff,1
893c028845bffff,893c028b163ffff,1
893c028846bffff,893c0288697ffff,1
893c028846bffff,893c028b163ffff,1
893c028846bffff,893c02d6c0fffff,1
893c0288473ffff,893c0299eb3ffff,1
893c0288477ffff,893c02d698fffff,1
893c0288487ffff,893c0299ab7ffff,1
893c02884abffff,893c028b01bffff,1
893c02884afffff,893c0299bc3ffff,1
893c02884bbffff,893c02d68cfffff,1
893c02884c3ffff,893c028a2afffff,1
893c02884c3ffff,893c028b163ffff,1
893c02884c3ffff,893c028b17bffff,1
893c02884c3ffff,893c029918fffff,1
893c02884c7ffff,893c028ae57ffff,1
893c02884c7ffff,893c0299d9bffff,1
893c02884c7ffff,893c02d6d4bffff,1
893c02884cbffff,893c028b12fffff,1
893c02884cbffff,893c0299bc3ffff,1
893c02884cfffff,893c02880bbffff,1
893c02884cfffff,893c02882b3ffff,1
893c02884cfffff,893c0288593ffff,1
893c02884cfffff,893c0288687ffff,1
893c02884cfffff,893c0288693ffff,1
893c02884cfffff,893c0288697ffff,1
893c02884cfffff,893c028b03bffff,1
893c02884cfffff,893c028b103ffff,1
893c02884cfffff,893c028b117ffff,1
893c02884cfffff,893c028b133ffff,1
893c02884cfffff,893c0299127ffff,1
893c02884cfffff,893c0299c13ffff,1
893c02884cfffff,893c029b36bffff,1
893c02884cfffff,893c02d682bffff,1
893c02884cfffff,893c02d6907ffff,1
893c02884cfffff,893c02d698fffff,1
893c02884dbffff,893c028a3d3ffff,1
893c02884dbffff,893c028b4d3ffff,1
893c02884dbffff,893c029902bffff,1
893c0288507ffff,893c028850bffff,1
893c028850fffff,893c0299383ffff,1
893c028852fffff,893c028852fffff,1
893c028852fffff,893c0288567ffff,2
893c028854bffff,893c028854fffff,1
893c028854fffff,893c028854fffff,2
893c028854fffff,893c0288567ffff,1
893c028854fffff,893c028857bffff,5
893c028854fffff,893c02d6a8fffff,1
893c028855bffff,893c028854fffff,1
893c0288563ffff,893c028854fffff,1
893c0288567ffff,893c02881cfffff,2
893c0288567ffff,893c02881d7ffff,1
893c0288567ffff,893c028852fffff,1
893c0288567ffff,893c0288567ffff,5
893c0288567ffff,893c028857bffff,2
893c028856fffff,893c0288153ffff,2
893c028856fffff,893c02881c3ffff,3
893c028856fffff,893c02881cfffff,2
893c028856fffff,893c02881d7ffff,7
893c028856fffff,893c028856fffff,1
893c028857bffff,893c028854fffff,7
893c028857bffff,893c0288567ffff,2
893c028857bffff,893c028856fffff,1
893c028857bffff,893c028857bffff,1
893c0288593ffff,893c0299bc3ffff,1
893c028859bffff,893c02d4507ffff,2
893c02885cbffff,893c0288403ffff,1
893c02885cbffff,893c02d68a7ffff,1
893c02885cfffff,893c0288507ffff,1
893c02885cfffff,893c028853bffff,2
893c02885d3ffff,893c0298647ffff,2
893c02885dbffff,893c0299263ffff,1
893c0288603ffff,893c0288687ffff,1
893c028860bffff,893c028848fffff,1
893c028860fffff,893c028a4c3ffff,1
893c0288613ffff,893c028b477ffff,1
893c0288613ffff,893c0299367ffff,1
893c0288613ffff,893c0299883ffff,1
893c0288617ffff,893c02d6c4bffff,1
893c028861bffff,893c0288623ffff,1
893c0288623ffff,893c0299533ffff,1
893c0288623ffff,893c02d6d8fffff,1
893c0288627ffff,893c0299ac3ffff,1
893c0288633ffff,893c0299037ffff,1
893c0288637ffff,893c0288697ffff,1
893c0288637ffff,893c028b173ffff,1
893c0288637ffff,893c029900bffff,1
893c0288657ffff,893c02d6d57ffff,2
893c0288663ffff,893c02d6993ffff,1
893c0288673ffff,893c0299973ffff,1
893c0288673ffff,893c02d6d8fffff,1
893c0288677ffff,893c0299a97ffff,1
893c0288683ffff,893c028869bffff,2
893c0288683ffff,893c0299ad7ffff,1
893c0288683ffff,893c0299e6bffff,2
893c0288687ffff,893c02884d7ffff,1
893c0288687ffff,893c028b3afffff,1
893c0288687ffff,893c028b44fffff,1
893c0288687ffff,893c0299373ffff,1
893c0288687ffff,893c0299507ffff,1
893c0288687ffff,893c02995d3ffff,1
893c0288687ffff,893c0299b77ffff,1
893c028868fffff,893c028a34bffff,1
893c028868fffff,893c028b433ffff,2
893c0288693ffff,893c02884cfffff,1
893c0288693ffff,893c028b163ffff,1
893c0288693ffff,893c029921bffff,1
893c0288693ffff,893c02d6937ffff,1
893c0288697ffff,893c02884c7ffff,1
893c0288697ffff,893c028a343ffff,1
893c0288697ffff,893c028b12fffff,1
893c0288697ffff,893c028b163ffff,2
893c0288697ffff,893c02991afffff,1
893c0288697ffff,893c0299507ffff,1
893c0288697ffff,893c029982fffff,2
893c0288697ffff,893c0299a83ffff,1
893c028869bffff,893c028b133ffff,1
893c028869bffff,893c028b3afffff,1
893c028869bffff,893c02982c7ffff,1
893c02886a7ffff,893c0299b17ffff,1
893c02886a7ffff,893c02d6983ffff,2
893c02886abffff,893c0299037ffff,1
893c02886afffff,893c02886afffff,1
893c02886b7ffff,893c0288453ffff,1
893c02886bbffff,893c0288663ffff,1
893c02886bbffff,893c0299507ffff,1
893c02886c3ffff,893c028b163ffff,1
893c02886cbffff,893c028b103ffff,1
893c02886cbffff,893c028b163ffff,1
893c02886cbffff,893c028b1abffff,1
893c02886cbffff,893c028b1cbffff,1
893c02886d3ffff,893c02895bbffff,1
893c02886d3ffff,893c028b103ffff,1
893c02886d3ffff,893c02993b7ffff,1
893c02886d3ffff,893c02d6d93ffff,1
893c02886d7ffff,893c028b163ffff,1
893c02886d7ffff,893c028b167ffff,1
893c02886d7ffff,893c0299c57ffff,2
893c02886dbffff,893c028834bffff,1
893c02886dbffff,893c028b54bffff,1
893c0289037ffff,893c0299453ffff,1
893c02894a7ffff,893c028b54bffff,1
893c02894dbffff,893c028946bffff,1
893c02894dbffff,893c028b213ffff,1
893c02894dbffff,893c028b273ffff,1
893c02894dbffff,893c029914bffff,1
893c02894dbffff,893c02d63c7ffff,1
893c02894dbffff,893c02d6d73ffff,1
893c0289503ffff,893c029b34bffff,1
893c028951bffff,893c028945bffff,2
893c028951bffff,893c029916bffff,1
893c0289583ffff,893c028834bffff,1
893c0289587ffff,893c0299037ffff,1
893c0289587ffff,893c02999d3ffff,1
893c0289587ffff,893c02d6807ffff,1
893c028958fffff,893c0299a83ffff,1
893c02895bbffff,893c0299e3bffff,1
893c02896a7ffff,893c02d6867ffff,1
893c0289ca7ffff,893c029b327ffff,1
893c0289cb3ffff,893c0299a83ffff,1
893c028a007ffff,893c0288697ffff,1
893c028a013ffff,893c0288453ffff,1
893c028a013ffff,893c028b123ffff,1
893c028a013ffff,893c028b133ffff,1
893c028a013ffff,893c028b1d3ffff,1
893c028a017ffff,893c02999d3ffff,1
893c028a01bffff,893c0299883ffff,1
893c028a02bffff,893c0298267ffff,1
893c028a02bffff,893c02983dbffff,1
893c028a033ffff,893c0299b6fffff,1
893c028a03bffff,893c02d69cbffff,1
893c028a04bffff,893c028b1cbffff,1
893c028a04bffff,893c02d6993ffff,1
893c028a063ffff,893c028a667ffff,1
893c028a06fffff,893c028a067ffff,1
893c028a077ffff,893c028b143ffff,1
893c028a077ffff,893c0299e03ffff,1
893c028a07bffff,893c028b2a7ffff,1
893c028a083ffff,893c0299803ffff,1
893c028a097ffff,893c028a50bffff,1
893c028a0a3ffff,893c02884cfffff,1
893c028a0cbffff,893c0298223ffff,1
893c028a0cfffff,893c0298ac7ffff,1
893c028a0d3ffff,893c0299ecfffff,1
893c028a0dbffff,893c0299c7bffff,1
893c028a0dbffff,893c02d698fffff,1
893c028a153ffff,893c02991dbffff,1
893c028a153ffff,893c0299883ffff,1
893c028a153ffff,893c02998b7ffff,1
893c028a18fffff,893c028a563ffff,1
893c028a193ffff,893c02d6d8fffff,1
893c028a1a3ffff,893c02990d7ffff,1
893c028a1a3ffff,893c02992d3ffff,1
893c028a1a3ffff,893c0299617ffff,1
893c028a1a3ffff,893c0299bcfffff,1
893c028a1a3ffff,893c0299c4fffff,1
893c028a1a7ffff,893c0299527ffff,1
893c028a1a7ffff,893c0299883ffff,1
893c028a1a7ffff,893c029a263ffff,1
893c028a1afffff,893c029916bffff,1
893c028a1b7ffff,893c02998b7ffff,1
893c028a1bbffff,893c029991bffff,1
893c028a207ffff,893c0288033ffff,1
893c028a207ffff,893c029824fffff,1
893c028a20fffff,893c02991afffff,1
893c028a217ffff,893c0299b63ffff,1
893c028a217ffff,893c0299c37ffff,1
893c028a237ffff,893c028b1cfffff,1
893c028a237ffff,893c0299b6fffff,1
893c028a243ffff,893c028b133ffff,1
893c028a247ffff,893c028b133ffff,1
893c028a257ffff,893c028b4a3ffff,1
893c028a263ffff,893c0298303ffff,1
893c028a273ffff,893c028a067ffff,1
893c028a277ffff,893c028b13bffff,1
893c028a283ffff,893c028a0cbffff,2
893c028a28bffff,893c028b407ffff,1
893c028a29bffff,893c0288457ffff,2
893c028a29bffff,893c028b1d3ffff,2
893c028a2abffff,893c028b10bffff,1
893c028a2c3ffff,893c0299bcfffff,1
893c028a2c7ffff,893c028b1d7ffff,1
893c028a2c7ffff,893c02d6a83ffff,1
893c028a2cbffff,893c0299d3bffff,1
893c028a2d3ffff,893c028b547ffff,1
893c028a2d3ffff,893c028b563ffff,1
893c028a2d3ffff,893c0299a63ffff,1
893c028a2d7ffff,893c0299903ffff,2
893c028a2d7ffff,893c0299a83ffff,1
893c028a2dbffff,893c028b457ffff,1
893c028a30fffff,893c0288453ffff,2
893c028a317ffff,893c02884d7ffff,1
893c028a32bffff,893c028b54bffff,1
893c028a34fffff,893c0288453ffff,1
893c028a36bffff,893c028b56fffff,1
893c028a36fffff,893c02993bbffff,1
893c028a373ffff,893c0299ab7ffff,1
893c028a38fffff,893c0288457ffff,1
893c028a39bffff,893c0298e2fffff,1
893c028a3cbffff,893c02d682bffff,1
893c028a3d3ffff,893c028a21bffff,1
893c028a403ffff,893c028a4a3ffff,1
893c028a403ffff,893c0298bc7ffff,1
893c028a403ffff,893c029938bffff,1
893c028a403ffff,893c02995d3ffff,1
893c028a403ffff,893c0299a97ffff,1
893c028a403ffff,893c0299c0bffff,1
893c028a403ffff,893c0299e23ffff,1
893c028a40bffff,893c028a68bffff,1
893c028a40bffff,893c02d6a9bffff,1
893c028a40fffff,893c028a667ffff,1
893c028a40fffff,893c0299c8fffff,1
893c028a40fffff,893c0299d5bffff,1
893c028a417ffff,893c029836fffff,1
893c028a41bffff,893c028a4c3ffff,1
893c028a41bffff,893c028b6b7ffff,1
893c028a41bffff,893c0299263ffff,1
893c028a41bffff,893c0299887ffff,1
893c028a41bffff,893c0299913ffff,1
893c028a423ffff,893c029913bffff,1
893c028a427ffff,893c028a117ffff,1
893c028a427ffff,893c028a4c3ffff,1
893c028a427ffff,893c028ac7bffff,1
893c028a427ffff,893c0299bb3ffff,1
893c028a433ffff,893c0299027ffff,1
893c028a433ffff,893c02992a3ffff,1
893c028a433ffff,893c0299507ffff,1
893c028a437ffff,893c02982a3ffff,1
893c028a437ffff,893c0299b6fffff,1
893c028a43bffff,893c028a403ffff,1
893c028a43bffff,893c0299957ffff,1
893c028a443ffff,893c028a4c3ffff,3
893c028a443ffff,893c02998abffff,1
893c028a443ffff,893c029991bffff,1
893c028a443ffff,893c0299c47ffff,1
893c028a443ffff,893c02d68a7ffff,1
893c028a447ffff,893c028b477ffff,1
893c028a447ffff,893c0299a0fffff,1
893c028a44bffff,893c028b4d7ffff,1
893c028a453ffff,893c028b0d3ffff,1
893c028a453ffff,893c029990fffff,1
893c028a453ffff,893c0299983ffff,1
893c028a453ffff,893c0299ba7ffff,1
893c028a453ffff,893c0299c93ffff,1
893c028a457ffff,893c02990bbffff,1
893c028a457ffff,893c02998b7ffff,1
893c028a457ffff,893c0299a83ffff,2
893c028a467ffff,893c0299973ffff,1
893c028a46fffff,893c02d68a3ffff,1
893c028a477ffff,893c028a2b3ffff,1
893c028a483ffff,893c0299c7bffff,1
893c028a483ffff,893c0299eb3ffff,2
893c028a487ffff,893c029997bffff,3
893c028a48bffff,893c028b047ffff,1
893c028a48bffff,893c0298a5bffff,1
893c028a48bffff,893c0299947ffff,2
893c028a48bffff,893c02d6d8fffff,1
893c028a48bffff,893c066cc67ffff,1
893c028a48fffff,893c029836bffff,1
893c028a48fffff,893c02d6893ffff,1
893c028a493ffff,893c02999d7ffff,1
893c028a49bffff,893c029866bffff,1
893c028a49bffff,893c0298a3bffff,1
893c028a4b7ffff,893c0299c7bffff,1
893c028a4c3ffff,893c028a1a3ffff,1
893c028a4c3ffff,893c028a457ffff,1
893c028a4c3ffff,893c028a4bbffff,1
893c028a4c3ffff,893c028a4c3ffff,1
893c028a4c3ffff,893c029937bffff,1
893c028a4c3ffff,893c0299883ffff,1
893c028a4c3ffff,893c02999cbffff,1
893c028a4c3ffff,893c02999d7ffff,1
893c028a4c3ffff,893c0299a0fffff,1
893c028a4c3ffff,893c0299c13ffff,1
893c028a4c3ffff,893c0299c4fffff,1
893c028a4c3ffff,893c0299c7bffff,1
893c028a4c3ffff,893c0299d67ffff,1
893c028a4c3ffff,893c02d6427ffff,1
893c028a4c3ffff,893c02d69abffff,1
893c028a4c3ffff,893c02d6ccfffff,1
893c028a4c3ffff,893c02d6d13ffff,1
893c028a4c3ffff,893c02d6dd7ffff,1
893c028a4c7ffff,893c028a19bffff,1
893c028a4c7ffff,893c02983cbffff,1
893c028a4c7ffff,893c0299263ffff,1
893c028a4c7ffff,893c0299507ffff,1
893c028a4c7ffff,893c02998a7ffff,1
893c028a4cbffff,893c0288413ffff,2
893c028a4cbffff,893c028a0cfffff,1
893c028a4cbffff,893c028b59bffff,1
893c028a4cbffff,893c0299023ffff,3
893c028a4cbffff,893c02990d7ffff,1
893c028a4cbffff,893c0299133ffff,1
893c028a4cbffff,893c0299263ffff,1
893c028a4cbffff,893c029930fffff,1
893c028a4cbffff,893c0299357ffff,1
893c028a4cbffff,893c02993abffff,1
893c028a4cbffff,893c029946bffff,1
893c028a4cbffff,893c029967bffff,1
893c028a4cbffff,893c02996b7ffff,2
893c028a4cbffff,893c0299903ffff,1
893c028a4cbffff,893c02999d3ffff,2
893c028a4cbffff,893c0299a83ffff,1
893c028a4cbffff,893c0299b27ffff,2
893c028a4cbffff,893c0299b6fffff,1
893c028a4cbffff,893c0299c7bffff,1
893c028a4cbffff,893c0299e43ffff,1
893c028a4cbffff,893c02d6963ffff,1
893c028a4cfffff,893c028a4cfffff,1
893c028a4cfffff,893c0299367ffff,1
893c028a4cfffff,893c0299457ffff,1
893c028a4cfffff,893c0299903ffff,1
893c028a4cfffff,893c0299c57ffff,1
893c028a4cfffff,893c0299d53ffff,2
893c028a4cfffff,893c0299e43ffff,1
893c028a4cfffff,893c02d6993ffff,1
893c028a4d3ffff,893c02998b3ffff,1
893c028a4d3ffff,893c02998b7ffff,1
893c028a4d3ffff,893c0299d23ffff,2
893c028a4d3ffff,893c0299d2fffff,1
893c028a4d3ffff,893c0299ddbffff,1
893c028a4d3ffff,893c02d6cb7ffff,1
893c028a4d7ffff,893c029988bffff,1
893c028a4d7ffff,893c02998c7ffff,1
893c028a4d7ffff,893c02999d3ffff,1
893c028a4d7ffff,893c0299a93ffff,1
893c028a4d7ffff,893c0299e0fffff,1
893c028a4dbffff,893c02981cbffff,1
893c028a4dbffff,893c029910bffff,1
893c028a4dbffff,893c0299a83ffff,1
893c028a4dbffff,893c0299c2fffff,1
893c028a4dbffff,893c0299d2fffff,1
893c028a4dbffff,893c02d69d3ffff,1
893c028a50bffff,893c028124fffff,1
893c028a50bffff,893c02999dbffff,1
893c028a50bffff,893c0299a83ffff,1
893c028a50fffff,893c0299c4fffff,1
893c028a533ffff,893c028a1a3ffff,1
893c028a533ffff,893c028a557ffff,1
893c028a537ffff,893c0299ad7ffff,1
893c028a547ffff,893c02983b7ffff,1
893c028a547ffff,893c0299b93ffff,2
893c028a547ffff,893c0299c4fffff,1
893c028a553ffff,893c028a50bffff,1
893c028a553ffff,893c0299c7bffff,1
893c028a557ffff,893c028a61bffff,2
893c028a557ffff,893c0299c7bffff,1
893c028a557ffff,893c0299eb3ffff,1
893c028a563ffff,893c0299213ffff,2
893c028a58bffff,893c028a427ffff,1
893c028a5a3ffff,893c0298163ffff,1
893c028a5a3ffff,893c0299e17ffff,1
893c028a5c3ffff,893c029947bffff,1
893c028a5c3ffff,893c0299c0bffff,2
893c028a5c7ffff,893c0299d2fffff,1
893c028a607ffff,893c028a63bffff,1
893c028a607ffff,893c028a643ffff,1
893c028a607ffff,893c028a65bffff,1
893c028a607ffff,893c0298277ffff,1
893c028a607ffff,893c0299c4fffff,1
893c028a60bffff,893c0299bc7ffff,1
893c028a60fffff,893c028a607ffff,1
893c028a60fffff,893c0299a0bffff,1
893c028a617ffff,893c0299347ffff,1
893c028a617ffff,893c0299ba7ffff,1
893c028a61bffff,893c028a29bffff,1
893c028a61bffff,893c02d6817ffff,1
893c028a62bffff,893c0288403ffff,1
893c028a62bffff,893c028b493ffff,1
893c028a62bffff,893c029997bffff,1
893c028a62fffff,893c028a48fffff,1
893c028a633ffff,893c0298bc7ffff,1
893c028a64bffff,893c028a697ffff,1
893c028a64bffff,893c028b093ffff,1
893c028a64bffff,893c028b0c7ffff,1
893c028a64bffff,893c028b59bffff,1
893c028a64bffff,893c028b5cbffff,1
893c028a64bffff,893c02990afffff,1
893c028a64bffff,893c0299ad7ffff,1
893c028a64bffff,893c02d698fffff,1
893c028a64bffff,893c02d6c17ffff,2
893c028a657ffff,893c02d698fffff,1
893c028a65bffff,893c0298acbffff,1
893c028a65bffff,893c0299d77ffff,1
893c028a663ffff,893c0299d77ffff,1
893c028a667ffff,893c0299957ffff,1
893c028a66bffff,893c028b103ffff,1
893c028a66bffff,893c028b1c3ffff,1
893c028a66bffff,893c02999cbffff,1
893c028a66fffff,893c028b163ffff,1
893c028a66fffff,893c028b4a3ffff,1
893c028a673ffff,893c02d6d37ffff,1
893c028a677ffff,893c0281673ffff,1
893c028a677ffff,893c02998b7ffff,1
893c028a677ffff,893c0299a83ffff,1
893c028a677ffff,893c02d6bcbffff,1
893c028a683ffff,893c028a633ffff,1
893c028a687ffff,893c028a6d3ffff,1
893c028a687ffff,893c0299c2fffff,1
893c028a687ffff,893c0299d0fffff,1
893c028a68bffff,893c028b46fffff,1
893c028a68bffff,893c02d69bbffff,1
893c028a68bffff,893c02d69d3ffff,2
893c028a68bffff,893c066ca6bffff,1
893c028a68fffff,893c029991bffff,1
893c028a693ffff,893c0299903ffff,1
893c028a693ffff,893c02999c7ffff,3
893c028a693ffff,893c02999d3ffff,1
893c028a693ffff,893c02999d7ffff,1
893c028a693ffff,893c0299ea3ffff,1
893c028a697ffff,893c028a4c3ffff,1
893c028a697ffff,893c028b1cbffff,1
893c028a697ffff,893c0299047ffff,1
893c028a697ffff,893c0299927ffff,1
893c028a697ffff,893c0299bb7ffff,1
893c028a697ffff,893c0299bc7ffff,2
893c028a697ffff,893c0299e57ffff,1
893c028a697ffff,893c0299e5bffff,1
893c028a697ffff,893c02d6cc3ffff,1
893c028a69bffff,893c028b163ffff,1
893c028a6a3ffff,893c028a08bffff,1
893c028a6a3ffff,893c028a6a3ffff,1
893c028a6a3ffff,893c028b477ffff,1
893c028a6a3ffff,893c029937bffff,1
893c028a6a3ffff,893c0299aabffff,1
893c028a6a3ffff,893c0299c4fffff,1
893c028a6a3ffff,893c0299d77ffff,1
893c028a6a7ffff,893c028b16bffff,1
893c028a6a7ffff,893c029939bffff,2
893c028a6a7ffff,893c0299c6fffff,1
893c028a6a7ffff,893c02d68a7ffff,1
893c028a6a7ffff,893c066cadbffff,1
893c028a6abffff,893c028b133ffff,1
893c028a6abffff,893c0299533ffff,1
893c028a6abffff,893c0299ad7ffff,1
893c028a6abffff,893c0299b6fffff,1
893c028a6afffff,893c028a607ffff,1
893c028a6afffff,893c028a667ffff,2
893c028a6afffff,893c028b477ffff,2
893c028a6afffff,893c0299357ffff,1
893c028a6afffff,893c02998dbffff,1
893c028a6afffff,893c0299c13ffff,1
893c028a6afffff,893c02d6537ffff,1
893c028a6afffff,893c02d698fffff,1
893c028a6b3ffff,893c028b163ffff,1
893c028a6b3ffff,893c028b453ffff,1
893c028a6b3ffff,893c0299357ffff,1
893c028a6b7ffff,893c0299b57ffff,1
893c028a6bbffff,893c0288687ffff,1
893c028a6bbffff,893c02d6d93ffff,1
893c028a6c3ffff,893c02998b3ffff,1
893c028a6c3ffff,893c0299913ffff,1
893c028a6c3ffff,893c02d69d3ffff,1
893c028a6c7ffff,893c0299b87ffff,1
893c028a6c7ffff,893c0299ba7ffff,1
893c028a6c7ffff,893c0299d77ffff,1
893c028a6c7ffff,893c02d698fffff,1
893c028a6c7ffff,893c02d6b4bffff,1
893c028a6cbffff,893c02d6e2fffff,1
893c028a6cfffff,893c0299bb7ffff,1
893c028a6cfffff,893c0299bcfffff,2
893c028a6d3ffff,893c028a293ffff,1
893c028a6d3ffff,893c028b4a7ffff,1
893c028a6d3ffff,893c028b54bffff,1
893c028a6d3ffff,893c028b5dbffff,1
893c028a6d3ffff,893c029804bffff,1
893c028a6d3ffff,893c02993abffff,1
893c028a6d3ffff,893c0299887ffff,1
893c028a6d3ffff,893c02998b7ffff,1
893c028a6d3ffff,893c029990bffff,1
893c028a6d3ffff,893c0299a0fffff,1
893c028a6d3ffff,893c0299a33ffff,1
893c028a6d3ffff,893c0299bc3ffff,1
893c028a6d3ffff,893c02d6943ffff,1
893c028a6d3ffff,893c02d698fffff,1
893c028a6d3ffff,893c02d6cdbffff,1
893c028a6d7ffff,893c028a2b3ffff,1
893c028a6d7ffff,893c028b543ffff,1
893c028a6d7ffff,893c029937bffff,1
893c028a6d7ffff,893c0299393ffff,1
893c028a6d7ffff,893c0299a0fffff,1
893c028a6d7ffff,893c0299d5bffff,1
893c028aa8bffff,893c066c157ffff,1
893c028aa8bffff,893c066c16fffff,1
893c028aac3ffff,893c028ae67ffff,2
893c028aac7ffff,893c02d61b3ffff,1
893c028aad7ffff,893c02d61b3ffff,2
893c028ac4fffff,893c0299617ffff,2
893c028acc3ffff,893c028a18fffff,1
893c028ae43ffff,893c028b56fffff,1
893c028ae53ffff,893c028b133ffff,1
893c028ae57ffff,893c02d683bffff,1
893c028ae57ffff,893c02d6d73ffff,1
893c028ae63ffff,893c0299c5bffff,1
893c028ae67ffff,893c028aad7ffff,1
893c028ae8fffff,893c028b03bffff,1
893c028ae8fffff,893c0298a97ffff,1
893c028ae93ffff,893c0299a83ffff,1
893c028ae97ffff,893c029939bffff,1
893c028b003ffff,893c028841bffff,1
893c028b003ffff,893c028ae57ffff,1
