Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike
100ft Road,"23.799495535917075, 90.44219899922044",300ft,"23.82964547788351, 90.44586855718306",4.39,4.39,,
100ft Road,"23.799495535917075, 90.44219899922044",Abdullahpur,"23.878798883513277, 90.40140566107303",14.26,15.28,,
100ft Road,"23.799495535917075, 90.44219899922044",Abul Hotel,"23.754778817124492, 90.41540918143296",7.28,7.28,,
100ft Road,"23.799495535917075, 90.44219899922044",Agargaon,"23.778368928990123, 90.37892726054524",11.21,11.21,,
100ft Road,"23.799495535917075, 90.44219899922044",Adabar,"23.773306970492246, 90.3547037547482",14.16,14.16,,
100ft Road,"23.799495535917075, 90.44219899922044",Aftabnagar Block A,"23.767873299704757, 90.42702936608984",5.84,5.84,,
100ft Road,"23.799495535917075, 90.44219899922044",Aftabnagar Block B,"23.766876165679978, 90.42883303416174",6.06,6.06,,
100ft Road,"23.799495535917075, 90.44219899922044",Aftabnagar Block C,"23.76599057441033, 90.43086163011533",6.3,6.3,,
100ft Road,"23.799495535917075, 90.44219899922044",Aftabnagar Block D,"23.764350745011754, 90.43551794462489",7.89,7.89,,
100ft Road,"23.799495535917075, 90.44219899922044",Aftabnagar Block E,"23.768967591654896, 90.43979727576547",7.76,7.76,,
100ft Road,"23.799495535917075, 90.44219899922044",Aftabnagar Block F,"23.767646824369876, 90.44095786608983",7.58,7.58,,
100ft Road,"23.799495535917075, 90.44219899922044",Aftabnagar Block G,"23.763993717450564, 90.44705739629664",8.13,8.13,,
100ft Road,"23.799495535917075, 90.44219899922044",Aftabnagar Block H,"23.761367264147058, 90.44274203622952",7.83,7.83,,
100ft Road,"23.799495535917075, 90.44219899922044",Aftabnagar Block N,"23.77397492732673, 90.4585882845671",10.19,7.96,,
100ft Road,"23.799495535917075, 90.44219899922044",Ahsan Manzil,"23.708817214034582, 90.40605307282843",14.02,13.8,,
100ft Road,"23.799495535917075, 90.44219899922044",Airport Railway Station,"23.85187216330197, 90.40808625149042",12.5,12.5,,
100ft Road,"23.799495535917075, 90.44219899922044",AIUB Pocket Gate,"23.82101339617473, 90.42737688630989",4.09,4.09,,
100ft Road,"23.799495535917075, 90.44219899922044",Ansarbagh,"23.757823773705237, 90.43551384618688",7.71,7.93,,
100ft Road,"23.799495535917075, 90.44219899922044",Arambagh,"23.731760422431627, 90.41892331465192",10.49,10.49,,
100ft Road,"23.799495535917075, 90.44219899922044",Armanitola,"23.716311404960187, 90.40133975433335",13.74,13.74,,
100ft Road,"23.799495535917075, 90.44219899922044",Armenian Church,"23.712709593488363, 90.40238466793929",13.62,13.62,,
100ft Road,"23.799495535917075, 90.44219899922044",Asad Gate,"23.76003967622698, 90.37302587587926",11.48,11.48,,
100ft Road,"23.799495535917075, 90.44219899922044",Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",11.24,11.24,,
100ft Road,"23.799495535917075, 90.44219899922044",Ashulia,"23.897499133724487, 90.33078037428804",22.73,22.73,,
100ft Road,"23.799495535917075, 90.44219899922044",Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",13.17,13.17,,
100ft Road,"23.799495535917075, 90.44219899922044",Azampur,"23.867843070567336, 90.40013983176523",11.86,11.86,,
100ft Road,"23.799495535917075, 90.44219899922044",Azimpur,"23.72723004477641, 90.38621547855664",13.1,13.1,,
100ft Road,"23.799495535917075, 90.44219899922044",Babubazar,"23.714359664356653, 90.39458752348794",13.32,13.46,,
100ft Road,"23.799495535917075, 90.44219899922044",Badda,"23.780568079273614, 90.42649619466724",4.22,4.22,,
100ft Road,"23.799495535917075, 90.44219899922044",Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163",10.88,10.88,,
100ft Road,"23.799495535917075, 90.44219899922044",Baldha Garden,"23.716916774125067, 90.41941883725221",13.18,12.6,,
100ft Road,"23.799495535917075, 90.44219899922044",Banani 11,"23.723160254991075, 90.38771374929166",13.48,13.48,,
100ft Road,"23.799495535917075, 90.44219899922044",Banani SuperMarket,"23.79350541605234, 90.40689722271105",4.37,4.37,,
100ft Road,"23.799495535917075, 90.44219899922044",Banani Block J,"23.796668895469587, 90.40603147773179",4.83,4.83,,
100ft Road,"23.799495535917075, 90.44219899922044",Banani DOHS,"23.792950646497655, 90.39896914281933",6.87,6.87,,
100ft Road,"23.799495535917075, 90.44219899922044",Banasree Block C,"23.762317411154488, 90.43041073855908",7.13,7.13,,
100ft Road,"23.799495535917075, 90.44219899922044",Banasree Block D,"23.76356157045853, 90.43357238807245",8.1,8.1,,
100ft Road,"23.799495535917075, 90.44219899922044",Banasree Block F,"23.760662289525275, 90.43894806423826",7.56,7.56,,
100ft Road,"23.799495535917075, 90.44219899922044",Banasree Block H,"23.76056081478647, 90.44168161932465",8.02,8.02,,
100ft Road,"23.799495535917075, 90.44219899922044",Bangabandhu National Stadium,"23.72799213845677, 90.41316682376024",11.01,11.01,,
100ft Road,"23.799495535917075, 90.44219899922044",Bangabandhu Sheikh Mujib Medical University (BSMMU),"23.738538737338253, 90.39536639492475",11.58,11.58,,
100ft Road,"23.799495535917075, 90.44219899922044",Bangabazar,"23.72371785638331, 90.4058524372524",11.61,11.61,,
100ft Road,"23.799495535917075, 90.44219899922044",Bangla College,"23.784715054761264, 90.35250376609038",14.93,14.93,,
100ft Road,"23.799495535917075, 90.44219899922044",Baridhara DOHS,"23.813084105710036, 90.4129734607382",6.59,6.59,,
100ft Road,"23.799495535917075, 90.44219899922044",Basabo,"23.74201426029004, 90.42840780452333",10.62,10.62,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block A,"23.811377299032795, 90.42833436467546",3.4,3.4,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block B,"23.81421995228443, 90.4275173084465",3.82,3.82,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block C,"23.81949603415762, 90.42738524683234",3.92,3.92,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block D,"23.815210726954167, 90.43302101821708",2.88,2.88,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block E,"23.81019793984092, 90.4327785621583",2.65,2.65,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block F,"23.821188569971465, 90.4332893983635",3.47,3.47,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block G,"23.825185513881646, 90.43336989142703",3.88,3.88,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block H,"23.825616759705525, 90.43910577635016",3.69,3.69,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block I,"23.82042119889173, 90.43856529566207",3.03,3.03,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block J,"23.824910334974465, 90.44234315790804",3.25,3.25,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block K,"23.823004540402223, 90.44475635790837",3.05,3.05,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block L,"23.820766766555288, 90.44883331554995",3.16,3.16,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block M,"23.820570468762917, 90.45608600861756",4.58,4.58,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Block N,"23.812690717028516, 90.46931281108469",4.3,4.05,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara City Mall,"23.75121557936337, 90.39070746794054",11.03,11.03,,
100ft Road,"23.799495535917075, 90.44219899922044",Bashundhara Gate,"23.811875111391196, 90.4214912547236",3.93,3.93,,
100ft Road,"23.799495535917075, 90.44219899922044",Bijoy Sarani,"23.765074098817312, 90.38619011026924",9.11,9.11,,
100ft Road,"23.799495535917075, 90.44219899922044",Bijoynagar,"23.73469869947737, 90.41077232376051",9.93,9.93,,
100ft Road,"23.799495535917075, 90.44219899922044",BNS,"23.871046444820042, 90.40003507958563",12.35,12.35,,
100ft Road,"23.799495535917075, 90.44219899922044",Bongshal,"23.717267299148716, 90.40244543195982",13.78,13.78,,
100ft Road,"23.799495535917075, 90.44219899922044",Bosila,"23.755536214623834, 90.3561451998845",13.34,13.34,,
100ft Road,"23.799495535917075, 90.44219899922044",Botanical Garden,"23.81353999494071, 90.34753307433435",13.77,13.77,,
100ft Road,"23.799495535917075, 90.44219899922044",Brac University,"23.773372892644524, 90.42482029492592",7.11,7.11,,
100ft Road,"23.799495535917075, 90.44219899922044",BUET,"23.726717170489835, 90.39263491266497",12.51,12.51,,
100ft Road,"23.799495535917075, 90.44219899922044",Buriganga Bridge,"23.70898069854497, 90.40159267958012",14.77,14.77,,
100ft Road,"23.799495535917075, 90.44219899922044",Chairman Bari,"23.788615672371655, 90.40060816109144",5.55,5.55,,
100ft Road,"23.799495535917075, 90.44219899922044",Chandni Chawk Market,"23.733968595123564, 90.38483127181993",13.24,13.25,,
100ft Road,"23.799495535917075, 90.44219899922044",Chandrima Model Town,"23.755862234916634, 90.33788067958173",14.87,14.86,,
100ft Road,"23.799495535917075, 90.44219899922044",Chandrima Udyan,"23.766853501013795, 90.37808615074623",11.93,11.93,,
100ft Road,"23.799495535917075, 90.44219899922044",Chawk Bazar,"23.716016462326913, 90.39589182143904",13.4,13.4,,
100ft Road,"23.799495535917075, 90.44219899922044",Chawkbazar Shahi Mosque,"23.716081670095274, 90.39598779046787",13.39,13.39,,
100ft Road,"23.799495535917075, 90.44219899922044",Chowdhuripara,"23.753676744513747, 90.41950780332495",7.6,7.6,,
100ft Road,"23.799495535917075, 90.44219899922044",Curzon Hall,"23.72754625142948, 90.40189379492435",11.63,11.63,,
100ft Road,"23.799495535917075, 90.44219899922044",Dakshin Khan,"23.861187306883544, 90.42341146206438",13.76,13.85,,
100ft Road,"23.799495535917075, 90.44219899922044",Demra,"23.720722354482266, 90.48082217630154",16.17,16.54,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhaka Airport,"23.843630641810666, 90.40288227958474",10.15,10.15,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhaka College,"23.735731619622754, 90.38374921026826",13.84,13.84,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhaka Medical College Hospital,"23.72582638915726, 90.39742002088578",12.07,12.07,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhaka University,"23.73409560015957, 90.39294665259638",12.43,12.43,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhakeshwari Temple,"23.723505780259483, 90.39006818516404",13.48,13.48,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi  Road 13,"23.7534501255474, 90.37614999961175",11.88,11.88,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi  Road 13A,"23.749643437271462, 90.36993975614091",13.12,13.12,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Lake,"23.747590981285224, 90.37807190540613",13.89,13.89,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 12,"23.752334369903934, 90.3759494331688",12.6,12.6,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 12A,"23.74689134102291, 90.37733359846021",13.79,13.79,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 14,"23.754456430984828, 90.37560027637075",12.0,12.0,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 14A,"23.750198566679202, 90.36920123869305",13.0,13.0,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 15,"23.75514495125052, 90.37519521715127",11.77,11.77,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 15A,"23.7523255680022, 90.37084019234493",12.67,12.67,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 16,"23.755538568281132, 90.37390856255229",11.96,11.96,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 17,"23.7566549013045, 90.37449320159928",11.58,11.58,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 2,"23.739141333933283, 90.38122386493468",13.03,13.03,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 1,"23.738720578214433, 90.38240235737894",13.27,13.27,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 3,"23.739812239033704, 90.37920861477238",13.08,13.08,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 3A,"23.74022477236035, 90.37627927191252",14.36,14.36,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 4,"23.741346481708497, 90.38134467810198",12.86,12.86,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 4A,"23.741165859122525, 90.37563143647237",14.23,14.23,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 5,"23.742494162158316, 90.38167325780455",12.82,12.82,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 5A,"23.74186200111996, 90.37533568551056",14.15,14.15,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 6,"23.743570598059737, 90.38166461098089",12.37,12.37,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 6A,"23.743988360857468, 90.37640997726535",13.77,13.77,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 7,"23.744607450679176, 90.38152626163901",12.47,12.47,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 7A,"23.743207063518906, 90.37289655055329",14.01,14.01,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 8,"23.74539893567319, 90.3822698893515",12.15,12.15,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 8A,"23.74399744568268, 90.37228120463195",14.13,14.13,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 9,"23.74655449516206, 90.38038487956058",13.12,13.12,,
100ft Road,"23.799495535917075, 90.44219899922044",Dhanmondi Road 9A,"23.7453419928271, 90.37268812693476",13.65,13.65,,
100ft Road,"23.799495535917075, 90.44219899922044",DIT Project,"23.773401431652626, 90.42539669118638",7.58,7.58,,
100ft Road,"23.799495535917075, 90.44219899922044",Dokkhingao,"23.7413448466662, 90.44700618824636",11.43,10.62,,
100ft Road,"23.799495535917075, 90.44219899922044",Donia,"23.70373276674018, 90.44888702333212",16.03,16.09,,
100ft Road,"23.799495535917075, 90.44219899922044",East Rampura,"23.760466063044532, 90.42019006001247",6.65,6.65,,
100ft Road,"23.799495535917075, 90.44219899922044",East West University,"23.768805486749752, 90.42546167958218",5.6,5.6,,
100ft Road,"23.799495535917075, 90.44219899922044",ECB chattar,"23.824355833272744, 90.39334294663293",8.98,8.98,,
100ft Road,"23.799495535917075, 90.44219899922044",Eden Mohila College,"23.727969663293113, 90.38634073725261",13.37,13.37,,
100ft Road,"23.799495535917075, 90.44219899922044",Elephant Road,"23.739201420708195, 90.3871715084171",12.74,12.74,,
100ft Road,"23.799495535917075, 90.44219899922044",New Eskaton,"23.74718832521819, 90.39926359648726",11.07,11.07,,
100ft Road,"23.799495535917075, 90.44219899922044",Evercare Hospital,"23.810482241984165, 90.43129699095799",2.87,2.87,,
100ft Road,"23.799495535917075, 90.44219899922044",Fakirapool,"23.732659171031635, 90.41697754122195",10.29,10.29,,
100ft Road,"23.799495535917075, 90.44219899922044",Farmgate,"23.756173521829375, 90.38704401820739",10.92,10.92,,
100ft Road,"23.799495535917075, 90.44219899922044",Fullar Road,"23.73073816057924, 90.39176972190907",12.65,12.65,,
100ft Road,"23.799495535917075, 90.44219899922044",Gabtoli,"23.78375365953661, 90.34394491819548",16.33,16.33,,
100ft Road,"23.799495535917075, 90.44219899922044",Gandaria,"23.702360538127046, 90.42634796579934",15.06,15.43,,
100ft Road,"23.799495535917075, 90.44219899922044",Gausia Market,"23.734500093179562, 90.38484896905942",12.84,12.84,,
100ft Road,"23.799495535917075, 90.44219899922044",Golapbagh,"23.718521712715287, 90.42874810241406",14.06,14.06,,
100ft Road,"23.799495535917075, 90.44219899922044",Green Road,"23.74918962367928, 90.38642243725327",11.67,11.67,,
100ft Road,"23.799495535917075, 90.44219899922044",Gulshan 1,"23.782041809012444, 90.41583890444907",5.53,5.53,,
100ft Road,"23.799495535917075, 90.44219899922044",Gulshan 2,"23.79478879910383, 90.41424260763533",4.38,4.38,,
100ft Road,"23.799495535917075, 90.44219899922044",Gulshan Lake Park,"23.801626689033203, 90.40980846609096",5.37,5.37,,
100ft Road,"23.799495535917075, 90.44219899922044",Hatirjheel,"23.76902204182111, 90.42262363725398",7.2,7.2,,
100ft Road,"23.799495535917075, 90.44219899922044",Hazaribagh,"23.736152277002102, 90.36290984047166",15.36,15.36,,
100ft Road,"23.799495535917075, 90.44219899922044",High Court area,"23.73090866273321, 90.40338923639176",12.57,12.57,,
100ft Road,"23.799495535917075, 90.44219899922044",Holy Family Red Crescent Hospital,"23.746813031560038, 90.40315885286346",9.93,9.93,,
100ft Road,"23.799495535917075, 90.44219899922044",Hoseni Dalan,"23.722583647017565, 90.39810674095497",12.31,12.31,,
100ft Road,"23.799495535917075, 90.44219899922044",House Building,"23.87444587344512, 90.40013415260117",12.63,12.63,,
100ft Road,"23.799495535917075, 90.44219899922044",Ibrahimpur,"23.79430766996591, 90.38366581364772",8.92,8.4,,
100ft Road,"23.799495535917075, 90.44219899922044",International Convention City Bashundhara,"23.827936177940952, 90.42690580868668",7.29,7.29,,
100ft Road,"23.799495535917075, 90.44219899922044",Islampur,"23.71111601031198, 90.4054698660879",13.66,13.66,,
100ft Road,"23.799495535917075, 90.44219899922044",Ittefaq Mor,"23.721547707395114, 90.42111636584217",12.03,12.03,,
100ft Road,"23.799495535917075, 90.44219899922044",Jagannath University,"23.708881117200264, 90.41038871597911",13.29,13.29,,
100ft Road,"23.799495535917075, 90.44219899922044",Jamuna Future Park,"23.81379627952912, 90.42422856609141",7.27,7.27,,
100ft Road,"23.799495535917075, 90.44219899922044",Japan Garden City,"23.764672297272995, 90.35849825973594",12.42,12.42,,
100ft Road,"23.799495535917075, 90.44219899922044",Jashimuddin,"23.861451280586365, 90.39561934572605",11.86,11.86,,
100ft Road,"23.799495535917075, 90.44219899922044",Jatrabari,"23.711063418981738, 90.43385801072442",14.31,14.09,,
100ft Road,"23.799495535917075, 90.44219899922044",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",13.71,13.71,,
100ft Road,"23.799495535917075, 90.44219899922044",Joar Shahara,"23.816926903931567, 90.41893947305115",5.22,5.32,,
100ft Road,"23.799495535917075, 90.44219899922044",Jolshiri,"23.81007584228034, 90.49972692490695",15.18,7.23,,
100ft Road,"23.799495535917075, 90.44219899922044",Jurain,"23.687962263046284, 90.44262322792174",17.77,17.77,,
100ft Road,"23.799495535917075, 90.44219899922044",Kachpur,"23.705897322044212, 90.5213581626828",19.81,19.81,,
100ft Road,"23.799495535917075, 90.44219899922044",Kakrail,"23.7387925105459, 90.40645995663675",10.16,10.21,,
100ft Road,"23.799495535917075, 90.44219899922044",Kalabagan,"23.74959719710081, 90.3830759033639",12.14,12.14,,
100ft Road,"23.799495535917075, 90.44219899922044",Kallyanpur,"23.782258253681352, 90.35961198040336",14.0,14.84,,
100ft Road,"23.799495535917075, 90.44219899922044",Kalshi,"23.823541313441375, 90.37015398606336",11.73,11.73,,
100ft Road,"23.799495535917075, 90.44219899922044",Kamal Ataturk,"23.794078210371698, 90.40521536212151",5.05,5.05,,
100ft Road,"23.799495535917075, 90.44219899922044",Kamalapur,"23.733821343489772, 90.42606349885396",10.21,10.21,,
100ft Road,"23.799495535917075, 90.44219899922044",Kamrangirchar,"23.717770186971897, 90.36671103349613",16.09,16.16,,
100ft Road,"23.799495535917075, 90.44219899922044",Kawla,"23.845905008479725, 90.42007168933524",11.26,11.25,,
100ft Road,"23.799495535917075, 90.44219899922044",Karwan Bazar,"23.75238303755729, 90.39412694572513",10.46,10.46,,
100ft Road,"23.799495535917075, 90.44219899922044",Katabon,"23.737077270043894, 90.3872181292236",12.49,12.49,,
100ft Road,"23.799495535917075, 90.44219899922044",Kazipara,"23.80025882562028, 90.37172893669218",11.24,11.24,,
100ft Road,"23.799495535917075, 90.44219899922044",Keraniganj,"23.701260609497933, 90.39758820710036",14.72,14.72,,
100ft Road,"23.799495535917075, 90.44219899922044",Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",14.14,14.14,,
100ft Road,"23.799495535917075, 90.44219899922044",Khilgaon,"23.75084886751309, 90.42072538370277",8.12,8.12,,
100ft Road,"23.799495535917075, 90.44219899922044",Khilkhet,"23.831595302049916, 90.42442916348189",8.96,8.98,,
100ft Road,"23.799495535917075, 90.44219899922044",Kochukhet,"23.793829172704154, 90.3899307599325",8.31,8.11,,
100ft Road,"23.799495535917075, 90.44219899922044",Kuril,"23.819103914136477, 90.42182338455416",6.44,6.44,,
100ft Road,"23.799495535917075, 90.44219899922044",Kuril Flyover,"23.82144157155741, 90.4192998630174",10.53,10.53,,
100ft Road,"23.799495535917075, 90.44219899922044",Kurmitola,"23.849581476455512, 90.40692877671945",10.05,10.05,,
100ft Road,"23.799495535917075, 90.44219899922044",Labaid Gulshan,"23.79568677446299, 90.41290757246027",4.39,4.39,,
100ft Road,"23.799495535917075, 90.44219899922044",Lalbagh,"23.718285441137922, 90.38666292370905",14.12,14.12,,
100ft Road,"23.799495535917075, 90.44219899922044",Lalbagh Fort,"23.719076575141052, 90.38811667958046",13.97,13.97,,
100ft Road,"23.799495535917075, 90.44219899922044",Lalmatia,"23.756310855321406, 90.36826726840225",12.03,12.03,,
100ft Road,"23.799495535917075, 90.44219899922044",Le Meridian,"23.836505783720128, 90.41820316827958",7.8,7.8,,
100ft Road,"23.799495535917075, 90.44219899922044",Linked Road,"23.74588618408847, 90.39368209492494",11.38,11.38,,
100ft Road,"23.799495535917075, 90.44219899922044",Madani Avenue,"23.796522119458537, 90.41892630380953",3.46,3.46,,
100ft Road,"23.799495535917075, 90.44219899922044",Malibagh,"23.748206666885658, 90.41264211577844",8.03,8.03,,
100ft Road,"23.799495535917075, 90.44219899922044",Manikdi,"23.82593570985342, 90.39192385561175",9.53,9.53,,
100ft Road,"23.799495535917075, 90.44219899922044",Maniknagar,"23.72485081206341, 90.43458203803982",12.02,12.02,,
100ft Road,"23.799495535917075, 90.44219899922044",Matikata,"23.820603531946713, 90.3904670372557",12.92,12.92,,
100ft Road,"23.799495535917075, 90.44219899922044",Matuail,"23.705993968841632, 90.462391270285",19.0,16.98,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur 1,"23.799924575462516, 90.35540223205751",12.12,12.12,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur 10,"23.80719467382045, 90.36908602159754",10.55,10.55,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur 11,"23.818240932283558, 90.36712425455856",11.86,11.86,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur 12,"23.82880505133161, 90.36427498908792",12.56,12.56,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur 13,"23.81020599380865, 90.37763021591611",10.38,10.38,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur 14,"23.798882729366266, 90.38675997138121",10.29,10.29,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur 2,"23.807688826153495, 90.35653333865862",12.34,12.34,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur 6,"23.813477192366605, 90.3627958992709",11.69,11.69,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur Cantonment,"23.837133408249617, 90.36306303096637",13.32,13.32,,
100ft Road,"23.799495535917075, 90.44219899922044",Mirpur DOHS,"23.836393407300772, 90.36762887451556",13.05,13.05,,
100ft Road,"23.799495535917075, 90.44219899922044",Mitford Hospital,"23.710241130066684, 90.40146387971537",13.76,13.76,,
100ft Road,"23.799495535917075, 90.44219899922044",Moghbazar,"23.749429419450692, 90.40863148744401",10.38,10.38,,
100ft Road,"23.799495535917075, 90.44219899922044",Mohakhali,"23.777854677596434, 90.40604839490996",6.62,6.62,,
100ft Road,"23.799495535917075, 90.44219899922044",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",8.2,8.2,,
100ft Road,"23.799495535917075, 90.44219899922044",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",9.29,9.29,,
100ft Road,"23.799495535917075, 90.44219899922044",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",12.69,12.69,,
100ft Road,"23.799495535917075, 90.44219899922044",Mohammadpur,"23.7663733521534, 90.35838993349377",12.61,12.61,,
100ft Road,"23.799495535917075, 90.44219899922044",Mohanogor Project,"23.76520526494669, 90.41386759492562",8.76,8.76,,
100ft Road,"23.799495535917075, 90.44219899922044",Monipuripara,"23.761551705506246, 90.38597592588681",10.01,10.04,,
100ft Road,"23.799495535917075, 90.44219899922044",Motijheel,"23.73295803071134, 90.41707926909248",10.27,10.27,,
100ft Road,"23.799495535917075, 90.44219899922044",Nabinagar Housing,"23.75914645303138, 90.34560142302898",13.8,13.8,,
100ft Road,"23.799495535917075, 90.44219899922044",Nakhalpara,"23.770702222003415, 90.39587895540527",8.87,8.87,,
100ft Road,"23.799495535917075, 90.44219899922044",Narinda,"23.710683127844753, 90.4205271484302",13.73,13.73,,
100ft Road,"23.799495535917075, 90.44219899922044",National Parliament House,"23.781019112967787, 90.37248560043007",12.22,12.22,,
100ft Road,"23.799495535917075, 90.44219899922044",National Zoo,"23.812385215219862, 90.34698481856312",13.73,13.73,,
100ft Road,"23.799495535917075, 90.44219899922044",Naya Paltan,"23.73459027801036, 90.41371487931436",10.61,10.61,,
100ft Road,"23.799495535917075, 90.44219899922044",Nayabazar,"23.714576772747364, 90.40403403484302",13.39,13.39,,
100ft Road,"23.799495535917075, 90.44219899922044",Neela Market,"23.834332197507432, 90.48479783910751",9.11,9.11,,
100ft Road,"23.799495535917075, 90.44219899922044",New market,"23.733306698256296, 90.38374538295768",14.0,14.0,,
100ft Road,"23.799495535917075, 90.44219899922044",Niketan,"23.773793555853857, 90.41078375783205",6.78,6.78,,
100ft Road,"23.799495535917075, 90.44219899922044",Nikunja 1,"23.8236800918188, 90.41841129675434",7.51,7.51,,
100ft Road,"23.799495535917075, 90.44219899922044",Nikunja 2,"23.83279861213574, 90.4167626340228",7.67,7.67,,
100ft Road,"23.799495535917075, 90.44219899922044",Nilkhet,"23.733133076092567, 90.3850766157467",13.34,13.34,,
100ft Road,"23.799495535917075, 90.44219899922044",Nondipara,"23.74890023609504, 90.4516215631702",11.02,9.93,,
100ft Road,"23.799495535917075, 90.44219899922044",Noor jahan Road,"23.760621916497936, 90.36176280206402",12.71,12.21,,
100ft Road,"23.799495535917075, 90.44219899922044",North South University,"23.815277538796973, 90.42547076424017",3.9,3.9,,
100ft Road,"23.799495535917075, 90.44219899922044",Notun Bazar,"23.79749348795045, 90.4237139801499",2.22,2.22,,
100ft Road,"23.799495535917075, 90.44219899922044",Nurer Chala,"23.79698754317488, 90.43246902253573",2.98,2.98,,
100ft Road,"23.799495535917075, 90.44219899922044",Osmani Udyan,"23.726089169424984, 90.40874238698586",11.6,11.6,,
100ft Road,"23.799495535917075, 90.44219899922044",Paikpara,"23.788177611156954, 90.35952730098612",14.13,14.13,,
100ft Road,"23.799495535917075, 90.44219899922044",South Paikpara,"23.78462149665584, 90.36446150123909",13.58,13.58,,
100ft Road,"23.799495535917075, 90.44219899922044",Middle Paikpara,"23.790614891870728, 90.35924347530785",13.65,13.65,,
100ft Road,"23.799495535917075, 90.44219899922044",Pallabi,"23.82844698990871, 90.36095211527795",14.35,14.35,,
100ft Road,"23.799495535917075, 90.44219899922044",PG Hospital,"23.73895782109403, 90.39362466608887",12.2,12.2,,
100ft Road,"23.799495535917075, 90.44219899922044",Pink City,"23.83108145334089, 90.46282734754803",6.19,6.19,,
