Pickup Area,"Popular Pickup Lat,Lon",Destination,"Popular Destination Lat, Lon",OSRM_distance_km_car,OSRM_distance_km_bike,diff_car,diff_bike
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Gabtoli,"23.78375365953661, 90.34394491819548",16.8,16.8,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Gandaria,"23.702360538127046, 90.42634796579934",12.27,12.63,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Gausia Market,"23.734500093179562, 90.38484896905942",9.99,9.99,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Golapbagh,"23.718521712715287, 90.42874810241406",11.26,11.26,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Green Road,"23.74918962367928, 90.38642243725327",8.76,8.76,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Gulshan 1,"23.782041809012444, 90.41583890444907",6.5,6.5,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Gulshan 2,"23.79478879910383, 90.41424260763533",8.64,8.64,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Gulshan Lake Park,"23.801626689033203, 90.40980846609096",9.63,9.63,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Hatirjheel,"23.76902204182111, 90.42262363725398",6.43,6.43,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Hazaribagh,"23.736152277002102, 90.36290984047166",13.02,13.02,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",High Court area,"23.73090866273321, 90.40338923639176",9.77,9.77,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Holy Family Red Crescent Hospital,"23.746813031560038, 90.40315885286346",7.13,7.13,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Hoseni Dalan,"23.722583647017565, 90.39810674095497",9.51,9.51,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",House Building,"23.87444587344512, 90.40013415260117",19.62,19.62,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Ibrahimpur,"23.79430766996591, 90.38366581364772",12.75,12.23,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",International Convention City Bashundhara,"23.827936177940952, 90.42690580868668",10.9,10.9,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Islampur,"23.71111601031198, 90.4054698660879",10.86,10.86,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Ittefaq Mor,"23.721547707395114, 90.42111636584217",9.24,9.24,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Jagannath University,"23.708881117200264, 90.41038871597911",10.49,10.49,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Jamuna Future Park,"23.81379627952912, 90.42422856609141",11.74,11.74,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Japan Garden City,"23.764672297272995, 90.35849825973594",12.76,12.76,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Jashimuddin,"23.861451280586365, 90.39561934572605",18.85,18.85,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Jatrabari,"23.711063418981738, 90.43385801072442",11.52,11.29,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Jigatola Bus Stand,"23.73937912489636, 90.37534962713546",10.87,10.87,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Joar Shahara,"23.816926903931567, 90.41893947305115",9.55,9.64,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Jolshiri,"23.81007584228034, 90.49972692490695",23.78,16.67,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Jurain,"23.687962263046284, 90.44262322792174",14.97,14.97,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kachpur,"23.705897322044212, 90.5213581626828",17.02,17.02,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kakrail,"23.7387925105459, 90.40645995663675",7.36,7.41,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kalabagan,"23.74959719710081, 90.3830759033639",9.23,9.23,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kallyanpur,"23.782258253681352, 90.35961198040336",14.46,15.3,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kalshi,"23.823541313441375, 90.37015398606336",15.99,15.99,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kamal Ataturk,"23.794078210371698, 90.40521536212151",9.31,9.31,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kamalapur,"23.733821343489772, 90.42606349885396",7.41,7.41,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kamrangirchar,"23.717770186971897, 90.36671103349613",13.3,13.36,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kawla,"23.845905008479725, 90.42007168933524",18.25,18.24,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Karwan Bazar,"23.75238303755729, 90.39412694572513",8.23,8.23,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Katabon,"23.737077270043894, 90.3872181292236",9.65,9.65,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kazipara,"23.80025882562028, 90.37172893669218",14.14,14.14,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Keraniganj,"23.701260609497933, 90.39758820710036",11.92,11.92,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Khan Mohammad Mridha Mosque,"23.72097414772569, 90.3841198372523",11.34,11.34,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Khilgaon,"23.75084886751309, 90.42072538370277",5.33,5.33,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Khilkhet,"23.831595302049916, 90.42442916348189",12.57,12.58,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kochukhet,"23.793829172704154, 90.3899307599325",12.14,11.94,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kuril,"23.819103914136477, 90.42182338455416",10.91,10.91,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kuril Flyover,"23.82144157155741, 90.4192998630174",17.52,17.52,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Kurmitola,"23.849581476455512, 90.40692877671945",17.04,17.04,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Labaid Gulshan,"23.79568677446299, 90.41290757246027",8.64,8.64,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Lalbagh,"23.718285441137922, 90.38666292370905",11.32,11.32,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Lalbagh Fort,"23.719076575141052, 90.38811667958046",11.17,11.17,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Lalmatia,"23.756310855321406, 90.36826726840225",11.17,11.17,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Le Meridian,"23.836505783720128, 90.41820316827958",14.79,14.79,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Linked Road,"23.74588618408847, 90.39368209492494",7.86,7.86,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Madani Avenue,"23.796522119458537, 90.41892630380953",9.15,9.15,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Malibagh,"23.748206666885658, 90.41264211577844",5.24,5.24,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Manikdi,"23.82593570985342, 90.39192385561175",13.79,13.79,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Maniknagar,"23.72485081206341, 90.43458203803982",9.22,9.22,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Matikata,"23.820603531946713, 90.3904670372557",17.18,17.18,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Matuail,"23.705993968841632, 90.462391270285",16.2,14.19,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur 1,"23.799924575462516, 90.35540223205751",16.54,16.54,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur 10,"23.80719467382045, 90.36908602159754",14.96,14.96,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur 11,"23.818240932283558, 90.36712425455856",16.12,16.12,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur 12,"23.82880505133161, 90.36427498908792",16.81,16.81,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur 13,"23.81020599380865, 90.37763021591611",14.21,14.21,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur 14,"23.798882729366266, 90.38675997138121",14.12,14.12,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur 2,"23.807688826153495, 90.35653333865862",16.75,16.75,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur 6,"23.813477192366605, 90.3627958992709",16.11,16.11,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur Cantonment,"23.837133408249617, 90.36306303096637",17.58,17.58,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mirpur DOHS,"23.836393407300772, 90.36762887451556",17.31,17.31,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mitford Hospital,"23.710241130066684, 90.40146387971537",10.97,10.97,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Moghbazar,"23.749429419450692, 90.40863148744401",6.05,6.05,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mohakhali,"23.777854677596434, 90.40604839490996",7.57,7.57,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mohakhali Bus Stand,"23.772266301739617, 90.40155305511783",9.16,9.16,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mohakhali DOHS,"23.78278751597978, 90.39544927255388",10.87,10.87,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mohammadia Housing Society,"23.763101301949316, 90.35556289470746",13.03,13.03,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mohammadpur,"23.7663733521534, 90.35838993349377",12.95,12.95,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Mohanogor Project,"23.76520526494669, 90.41386759492562",4.74,4.74,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Monipuripara,"23.761551705506246, 90.38597592588681",9.47,9.5,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Motijheel,"23.73295803071134, 90.41707926909248",7.48,7.48,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Nabinagar Housing,"23.75914645303138, 90.34560142302898",13.98,13.98,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Nakhalpara,"23.770702222003415, 90.39587895540527",7.08,7.08,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Narinda,"23.710683127844753, 90.4205271484302",10.93,10.93,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",National Parliament House,"23.781019112967787, 90.37248560043007",12.68,12.68,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",National Zoo,"23.812385215219862, 90.34698481856312",18.15,18.15,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Naya Paltan,"23.73459027801036, 90.41371487931436",7.82,7.82,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Nayabazar,"23.714576772747364, 90.40403403484302",10.59,10.59,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Neela Market,"23.834332197507432, 90.48479783910751",17.72,17.72,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",New market,"23.733306698256296, 90.38374538295768",11.16,11.16,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Niketan,"23.773793555853857, 90.41078375783205",7.73,7.73,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Nikunja 1,"23.8236800918188, 90.41841129675434",13.31,13.31,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Nikunja 2,"23.83279861213574, 90.4167626340228",14.66,14.66,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Nilkhet,"23.733133076092567, 90.3850766157467",10.5,10.5,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Nondipara,"23.74890023609504, 90.4516215631702",8.22,7.13,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Noor jahan Road,"23.760621916497936, 90.36176280206402",12.89,12.38,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",North South University,"23.815277538796973, 90.42547076424017",12.54,12.54,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Notun Bazar,"23.79749348795045, 90.4237139801499",7.57,7.57,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Nurer Chala,"23.79698754317488, 90.43246902253573",8.94,8.94,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Osmani Udyan,"23.726089169424984, 90.40874238698586",8.81,8.81,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Paikpara,"23.788177611156954, 90.35952730098612",16.72,16.72,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",South Paikpara,"23.78462149665584, 90.36446150123909",14.04,14.04,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Middle Paikpara,"23.790614891870728, 90.35924347530785",15.0,15.0,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Pallabi,"23.82844698990871, 90.36095211527795",18.61,18.61,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",PG Hospital,"23.73895782109403, 90.39362466608887",9.4,9.4,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Pink City,"23.83108145334089, 90.46282734754803",14.79,14.79,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Police Plaza,"23.774242477535278, 90.41598794811036",5.55,5.55,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Postogola,"23.693064987141877, 90.43013918400378",14.61,14.61,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Press Club,"23.709590036781186, 90.42796922218056",11.24,11.27,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Puran Dhaka,"23.722455864933664, 90.38776863791101",10.59,10.59,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Purbachal,"23.8556826980268, 90.50487366755176",21.04,21.04,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Rajlokkhi Complex,"23.864407298736335, 90.399736694929",18.49,18.49,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Rajuk Trade Center,"23.829675820274574, 90.41942160842014",14.02,14.02,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Ramna,"23.73741269764707, 90.40144483378396",8.63,8.63,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Rampura,"23.760873486392178, 90.42061036978188",3.9,3.9,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Rayer bazar,"23.743521887504897, 90.36167622278728",13.63,13.63,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Rayerbagh,"23.694274567097093, 90.45737025358338",17.66,17.66,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Rupayan Uttara,"23.876092417672627, 90.37956157905259",23.62,22.74,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Rupnagar R/A,"23.809535473019103, 90.35632046141234",16.92,16.92,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Sadarghat,"23.704920230821113, 90.41629392880428",11.3,11.3,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Sarulia,"23.712142476085166, 90.49040399295345",15.06,13.22,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Satrasta,"23.75768943973771, 90.39889324889458",7.33,7.33,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Savar,"23.847235118940443, 90.25740482147071",31.89,30.31,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Sayedabad Bus Terminal,"23.715618121965, 90.42757510973425",11.12,11.12,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Science Lab,"23.739527493939022, 90.38380909504045",10.25,10.25,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Secretariat,"23.728543737583582, 90.39658276608853",9.15,9.15,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shahbagh,"23.73926923300087, 90.39551308288586",8.83,8.83,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shahidbagh,"23.742568085752026, 90.42000928276717",6.66,6.69,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shahinbagh,"23.770207365917933, 90.39216831252685",7.74,7.66,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shahjadpur,"23.791699886032266, 90.42491413547074",8.22,8.22,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shahjahanpur,"23.744426914931378, 90.42353959302136",7.21,7.13,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shakhari Bazar,"23.710126004019056, 90.40968349492377",10.99,10.99,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shanir Akhra,"23.699506380859372, 90.45290987467429",15.4,14.2,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shankar,"23.750878640826883, 90.36846011026877",11.04,11.04,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shantibagh,"23.74526768465952, 90.41855520857388",6.2,6.35,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shapla Chattar,"23.726744038603808, 90.42164096026795",8.37,8.37,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shegunbagicha,"23.73366168283537, 90.40729600827689",7.43,7.43,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Sher-e-Bangla Agricultural University,"23.771809817829016, 90.37501155074635",12.18,12.18,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Sher-e-Bangla National Stadium,"23.80711187129673, 90.36361545162298",16.58,16.58,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shewrapara,"23.79094369753041, 90.37486012421229",13.09,13.09,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shiddhirganj,"23.689641810056496, 90.48395242561817",20.14,19.44,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shishu Hospital,"23.774720021541565, 90.3696989138121",14.49,14.49,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shobujbagh,"23.738909741056833, 90.42960696421137",7.62,7.62,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shoinik Club,"23.791356222216844, 90.39944605687872",10.83,10.83,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shyamoli,"23.77090557917849, 90.36384806528564",12.6,12.6,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shyamoli Square,"23.77483882749372, 90.36544631026956",13.38,13.38,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Shyampur,"23.684833927532342, 90.44638375214089",15.17,15.17,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Signboard,"23.69196098222184, 90.48136792492541",19.39,19.42,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Sony Cinema Hall,"23.800596723356385, 90.35531993725503",16.67,16.67,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Square Hospital,"23.75311200932124, 90.381378314238",9.18,9.18,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Star Kabab Dhanmondi,"23.739915584940274, 90.38151538972964",10.27,10.27,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Suhrawardy Udyan,"23.732347115869125, 90.3998804084168",9.87,9.87,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Sutrapur,"23.712143135744196, 90.41996290601092",10.85,10.91,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Tajmahal Road,"23.76483026537131, 90.36213213725384",12.25,12.25,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Tara Masjid,"23.716170089051165, 90.40181039294609",10.91,10.91,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Technical,"23.78149787280003, 90.35246112771259",15.08,15.08,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Tejgaon Industrial Area,"23.760019431424492, 90.39129990553859",8.46,8.46,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Tejturi Bazar,"23.75623497189328, 90.39215451399026",8.08,8.08,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Town Hall,"23.759739816492644, 90.36581120314878",11.95,11.95,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",TSC,"23.739363547539245, 90.39468747407993",8.91,8.91,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",UIU,"23.798010494541813, 90.44969926609087",10.4,10.4,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Ulon,"23.763986452595397, 90.41828430393944",4.53,4.53,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttar Khan,"23.87273827035963, 90.44776664806828",25.47,25.73,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 1,"23.858105043986644, 90.4009780758213",17.83,17.83,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 10,"23.884070392009892, 90.38850341801871",21.98,21.98,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 11,"23.876169717607542, 90.38720611542203",21.14,21.14,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 12,"23.871433256654242, 90.38108824654972",21.19,21.19,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 13,"23.871433256654242, 90.38778814644556",20.72,20.72,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 14,"23.867765343508758, 90.38695906184307",20.45,20.45,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 15,"23.861049813204456, 90.37215101665535",21.05,21.07,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 16,"23.86851637822715, 90.35483474999478",22.48,22.48,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 17,"23.846880750905903, 90.36485540817216",18.82,18.82,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 18,"23.855123330036513, 90.35777437647893",20.95,20.95,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 4,"23.86243003091632, 90.40464203326769",18.72,18.72,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 5,"23.864761239707796, 90.38997472577391",19.48,19.48,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 6,"23.87139236941201, 90.40429178390336",20.11,20.11,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 7,"23.871372679180478, 90.39748761634495",19.54,19.54,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 8,"23.87642523160438, 90.4027025919781",20.03,20.03,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Uttara 9,"23.877220546364615, 90.39735842321328",20.21,20.21,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Vasantek,"23.807074919411175, 90.38923645387413",13.26,13.26,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Wapda,"23.724329299083337, 90.42172598970535",8.51,8.51,,
Aftabnagar Block G,"23.763993717450564, 90.44705739629664",Wari,"23.717804321750464, 90.41799751045865",10.49,9.61,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Ahsan Manzil,"23.708817214034582, 90.40605307282843",10.61,10.4,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Airport Railway Station,"23.85187216330197, 90.40808625149042",18.54,18.54,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",AIUB Pocket Gate,"23.82101339617473, 90.42737688630989",14.09,14.09,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Ansarbagh,"23.757823773705237, 90.43551384618688",1.31,1.53,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Arambagh,"23.731760422431627, 90.41892331465192",7.08,7.08,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Armanitola,"23.716311404960187, 90.40133975433335",10.33,10.33,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Armenian Church,"23.712709593488363, 90.40238466793929",10.21,10.21,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Asad Gate,"23.76003967622698, 90.37302587587926",9.67,9.67,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Ashkuna Haji Camp,"23.850536914491794, 90.41196425630297",17.29,17.29,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Ashulia,"23.897499133724487, 90.33078037428804",28.77,28.77,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Azad Mosque (Dhanmondi),"23.723457876062444, 90.38910539637354",9.76,9.76,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Azampur,"23.867843070567336, 90.40013983176523",17.9,17.9,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Azimpur,"23.72723004477641, 90.38621547855664",9.69,9.69,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Babubazar,"23.714359664356653, 90.39458752348794",9.91,10.05,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Badda,"23.780568079273614, 90.42649619466724",4.17,4.17,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Baitul Mukarram Mosque,"23.729491621601635, 90.4127217167163",7.48,7.48,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Baldha Garden,"23.716916774125067, 90.41941883725221",9.77,9.19,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Banani 11,"23.723160254991075, 90.38771374929166",10.07,10.07,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Banani SuperMarket,"23.79350541605234, 90.40689722271105",7.68,7.68,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Banani Block J,"23.796668895469587, 90.40603147773179",8.13,8.13,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Banani DOHS,"23.792950646497655, 90.39896914281933",9.75,9.75,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Banasree Block C,"23.762317411154488, 90.43041073855908",1.49,1.49,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Banasree Block D,"23.76356157045853, 90.43357238807245",7.25,7.25,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Banasree Block F,"23.760662289525275, 90.43894806423826",0.44,0.44,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Banasree Block H,"23.76056081478647, 90.44168161932465",0.18,0.18,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bangabandhu National Stadium,"23.72799213845677, 90.41316682376024",7.6,7.6,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bangabandhu Sheikh Mujib Medical University (BSMMU),"23.738538737338253, 90.39536639492475",8.17,8.17,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bangabazar,"23.72371785638331, 90.4058524372524",8.2,8.2,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bangla College,"23.784715054761264, 90.35250376609038",14.44,14.44,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Baridhara DOHS,"23.813084105710036, 90.4129734607382",11.43,11.43,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Basabo,"23.74201426029004, 90.42840780452333",3.69,3.69,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block A,"23.811377299032795, 90.42833436467546",11.67,11.67,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block B,"23.81421995228443, 90.4275173084465",11.61,11.61,,
Aftabnagar Block H,"23.761367264147058, 90.44274203622952",Bashundhara Block C,"23.81949603415762, 90.42738524683234",13.95,13.95,,
